reaction_id,R_lipid,P_lipid,firstLev,secondLev
R-MMU-5693691,cocaine,benzoylecgonine,Phase I - Functionalization of compounds (Mus musculus),Biological oxidations (Mus musculus)
R-MMU-1483002,acyl-CoA,R-MMU-548843,Synthesis of PA (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-200406,carnitine,CoA-SH,Carnitine metabolism (Mus musculus),Fatty acid metabolism (Mus musculus)
R-MMU-200406,palmitoyl-CoA,L-Palmitoylcarnitine,Carnitine metabolism (Mus musculus),Fatty acid metabolism (Mus musculus)
R-MMU-193072,progesterone,17alpha-hydroxyprogesterone,Androgen biosynthesis (Mus musculus),Metabolism of steroid hormones (Mus musculus)
R-MMU-77299,palmitoyl-CoA,(E)-hexadec-2-enoyl-CoA,Beta oxidation of palmitoyl-CoA to myristoyl-CoA (Mus musculus),mitochondrial fatty acid beta-oxidation of saturated fatty acids (Mus musculus)
R-MMU-1483222,ethanolamine,phosphoethanolamine,Synthesis of PE (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-191299,squalene,"(S)-2,3-epoxysqualene",Cholesterol biosynthesis (Mus musculus),Metabolism of steroids (Mus musculus)
R-MMU-176517,3'-phospho-5'-adenylyl sulfate,"adenosine 3',5'-bisphosphate",Cytosolic sulfonation of small molecules (Mus musculus),Phase II - Conjugation of compounds (Mus musculus)
R-MMU-176517,pregnenolone,pregnenolone sulfate,Cytosolic sulfonation of small molecules (Mus musculus),Phase II - Conjugation of compounds (Mus musculus)
R-MMU-8943279,GSH,Glu,Glutathione synthesis and recycling (Mus musculus),Glutathione conjugation (Mus musculus)
R-MMU-8943279,GSH,cysteinylglycine,Glutathione synthesis and recycling (Mus musculus),Glutathione conjugation (Mus musculus)
R-MMU-5693742,anandamide,ethanolamine,Arachidonic acid metabolism (Mus musculus),Fatty acid metabolism (Mus musculus)
R-NUL-9616944,"PI(4,5)P2","PI(3,4,5)P3",NA,NA
R-MMU-1855202,"PI(3,4)2 ",PI3,"Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-MMU-193073,dehydroepiandrosterone,Androstenedione,Androgen biosynthesis (Mus musculus),Metabolism of steroid hormones (Mus musculus)
R-MMU-1483203,PA,DAG ,Synthesis of PC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-6797955,glycine betaine aldehyde,betaine,Choline catabolism (Mus musculus),Metabolism of amino acids and derivatives (Mus musculus)
R-MMU-77283,(S)-3-Hydroxytetradecanoyl-CoA,3-Oxotetradecanoyl-CoA ,Beta oxidation of myristoyl-CoA to lauroyl-CoA (Mus musculus),mitochondrial fatty acid beta-oxidation of saturated fatty acids (Mus musculus)
R-MMU-1855197,"PI(1,3,4)3","PI(1,3,4,6)4 ",Synthesis of IP3 and IP4 in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855218,"PI(1,3,4,5)4","PI(1,3,4)3 ",Synthesis of IP3 and IP4 in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-194017,cortexone,corticosterone,Endogenous sterols (Mus musculus),Cytochrome P450 - arranged by substrate type (Mus musculus)
R-MMU-1482545,2-acyl LPE,FA(13_22:xx),Hydrolysis of LPE (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-200555,Ac-CoA,malonyl-CoA,Fatty acyl-CoA biosynthesis (Mus musculus),Fatty acid metabolism (Mus musculus)
R-MMU-1855233,"PI(1,4,5)3","PI(1,3,4,5)4",Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855228,"PI(1,3,4,6)4 ","PI(1,3,4,5,6)5",Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-5693761,Cer,2-hydroxyceramide,Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1482545,2-acyl LPE,GPETA ,Hydrolysis of LPE (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
