LipidIon,D0_1,D0_2,D0_3,D2_1,D2_2,D2_3,D4_1,D4_2,D4_3,D6_1,D6_2,D6_3,D8_1,D8_2,D8_3,D10_1,D10_2,D10_3
PE(18:2e_22:5),1.05E+08,1.52E+08,1.80E+08,5.11E+08,4.45E+08,4.77E+08,4.50E+08,4.44E+08,4.24E+08,5.11E+08,5.41E+08,4.17E+08,6.55E+08,6.44E+08,6.13E+08,5.38E+08,5.81E+08,4.98E+08
PE(18:2e_22:6),1.34E+08,1.54E+08,2.27E+08,6.77E+08,6.26E+08,6.54E+08,9.19E+08,9.16E+08,8.68E+08,7.13E+08,8.01E+08,5.52E+08,8.09E+08,8.03E+08,8.33E+08,6.75E+08,7.50E+08,6.37E+08
PE(20:1p_22:5),66500000,91800000,1.09E+08,1.32E+08,65800000,71500000,1.36E+08,79900000,76200000,74900000,88500000,51900000,10800000,82300000,17400000,7624288.886,1.07E+08,23300000
PE(20:3e),6654046.725,15700000,1.60E+07,2.20E+07,17300000,8470555.267,14200000,16400000,12500000,22300000,1.20E+07,11800000,13800000,19500000,12900000,18900000,18700000,9762209.123
PE(22:5e),12100000,18300000,1.40E+07,17200000,10900000,11700000,12400000,10800000,12600000,11300000,12300000,5700978.76,8556847.57,11900000,5248152.724,9478723.325,7267569.382,7652774.765
PE(32:1),4513167.18,0,0,8872340.662,7306600.51,10900000,3.40E+07,25900000,53200000,33800000,29100000,29900000,40800000,28600000,37500000,5.60E+07,42300000,49600000
PE(32:2),0,487417.3275,293672.8074,0,447717.66,500446.985,12500000,26700000,20800000,22600000,25600000,23100000,31700000,37600000,32900000,3.10E+07,47700000,39100000
PE(34:2e),7.97E+08,9.17E+08,9.63E+08,9.12E+08,7.95E+08,8.25E+08,1.11E+09,1.10E+09,1.05E+09,1.37E+09,1.50E+09,1.03E+09,1.68E+09,1.70E+09,1.38E+09,1.20E+09,1.56E+09,1.12E+09
PE(36:5e),30700000,40900000,38400000,76800000,1.09E+08,93800000,1.08E+08,1.13E+08,1.01E+08,86400000,70800000,1.36E+08,67500000,65500000,81700000,80700000,84400000,66700000
PE(38:0e),73100000,97500000,86400000,82400000,74800000,73400000,92900000,6223810.882,55100000,88300000,1.09E+08,13200000,3635514.69,1.20E+08,89900000,4741660.605,1.14E+08,1.16E+08
PE(38:4e),1.44E+08,6.50E+07,81500000,2.04E+08,4.82E+08,1.91E+08,2.39E+08,5.35E+08,2.25E+08,2.08E+08,2.52E+08,1.55E+08,2.96E+08,3.01E+08,2.48E+08,2.30E+08,2.98E+08,2.08E+08
PE(38:7),7379474.707,11300000,16800000,12800000,9111494.343,11700000,2.40E+07,30200000,24400000,2.60E+07,26900000,27700000,30700000,28600000,27700000,26400000,26800000,23300000
PE(40:4),27100000,13600000,5.20E+07,35400000,36200000,34100000,4.60E+07,38400000,17500000,4.30E+07,40500000,37100000,45200000,47700000,41300000,37600000,3.70E+07,3.80E+07
PE(40:5),1.26E+08,1.68E+08,1.98E+08,1.12E+08,1.12E+08,1.13E+08,1.28E+08,1.12E+08,1.17E+08,1.60E+08,1.63E+08,1.53E+08,1.90E+08,38100000,1.72E+08,49500000,60600000,1.54E+08
PE(40:6),1.18E+08,1.56E+08,43300000,1.28E+08,1.17E+08,1.15E+08,1.43E+08,1.19E+08,1.25E+08,1.39E+08,1.43E+08,1.39E+08,1.57E+08,1.49E+08,1.53E+08,1.39E+08,1.38E+08,1.38E+08
PG(16:0_18:1),38800000,23500000,88100000,4.74E+08,4.05E+08,4.81E+08,5.91E+08,5.46E+08,5.39E+08,5.07E+08,5.36E+08,3.18E+08,5.66E+08,5.75E+08,5.52E+08,4.94E+08,4.88E+08,4.33E+08
PG(16:1_18:1),29600000,45700000,53600000,73200000,21100000,60800000,1.95E+08,1.77E+08,5.90E+07,2.98E+08,3.32E+08,1.32E+08,3.64E+08,3.77E+08,3.58E+08,3.60E+08,4.25E+08,73600000
PG(16:1_22:6),2326211.781,3391687.088,3061587.441,39400000,3.00E+07,12500000,66200000,63400000,58300000,69600000,72900000,33300000,70800000,7.30E+07,58500000,52400000,78200000,53400000
PG(18:0_18:1),5.30E+07,81700000,92300000,60500000,52200000,54300000,1.22E+08,89600000,1.12E+08,1.12E+08,1.21E+08,59500000,1.32E+08,1.27E+08,1.16E+08,7.40E+07,94800000,96100000
PG(18:1_18:1),4.54E+08,71900000,39800000,1.50E+09,1.33E+09,1.45E+09,1.48E+09,1.39E+09,1.46E+09,9.45E+08,1.01E+09,1.19E+09,9.88E+08,1.15E+09,1.11E+09,1.14E+09,9.79E+08,1.28E+09
PG(18:1_18:2),2.70E+07,40700000,48800000,52400000,43400000,45100000,91900000,86400000,79100000,1.63E+08,1.79E+08,69800000,2.16E+08,2.20E+08,2.07E+08,2.13E+08,2.52E+08,2.15E+08
PG(18:1_20:2),5435486.983,3964750.164,8626468.57,53600000,31700000,26800000,80900000,66800000,65700000,9.70E+07,1.30E+08,44300000,1.62E+08,1.41E+08,1.49E+08,1.40E+08,1.79E+08,1.70E+08
PG(18:1_20:3),4846473.832,3442270.867,3690874.838,23300000,20500000,22700000,34400000,26700000,2.60E+07,48200000,59600000,2.60E+07,71900000,69400000,78700000,75700000,92100000,79200000
PG(18:1_22:5),30700000,16700000,65200000,82600000,66400000,68300000,1.70E+08,1.41E+08,1.02E+08,1.64E+08,1.78E+08,73100000,1.46E+08,1.56E+08,1.98E+08,1.86E+08,2.14E+08,2.07E+08
PG(18:1_22:6),1.19E+08,54500000,80800000,4.00E+08,2.95E+08,3.27E+08,4.29E+08,4.83E+08,3.37E+08,4.75E+08,5.05E+08,2.09E+08,5.09E+08,5.10E+08,5.27E+08,4.50E+08,5.07E+08,4.69E+08
PG(20:5_22:6),1191767.048,859863.1086,1924117.639,9692502.067,7020764.503,7283068.409,12700000,9066783.14,9363218.205,10900000,10300000,4389401.423,10800000,9152100.279,10400000,9744140.199,10400000,10100000
PG(22:5_22:5),1243145.023,1235142.667,1385565.96,9159897.765,6362593.551,6117680.985,1.10E+07,8074315.294,8456491.133,7527374.719,6818422.146,3303452.446,8125285.358,7220736.816,8586893.37,7529934.596,8701491.061,8606476.676
PG(22:5_22:6),7242407.59,4997108.27,4552088.284,65300000,47500000,52200000,81300000,66500000,56900000,51300000,45600000,24800000,45100000,43800000,48200000,42600000,44800000,45500000
PG(22:6_22:6),28500000,12800000,9947475.941,1.68E+08,1.15E+08,1.34E+08,1.83E+08,1.46E+08,1.40E+08,8.20E+07,80900000,40200000,79200000,75800000,6.60E+07,70700000,77900000,71600000
PI(18:0_16:1),42400000,56500000,21200000,58300000,53500000,57300000,80900000,6.70E+07,77800000,70300000,78600000,65800000,95500000,80300000,71500000,7.00E+07,80500000,69400000
PS(18:0_18:0),289108.1709,297807.921,297737.9943,10100000,3039826.112,6283368.894,2503468.861,4811131.484,6868142.71,4201515.234,4059159.41,2153522.825,6939892.642,2394555.743,5175950.309,11200000,7450274.712,8155979.513
PS(18:0_18:1),26800000,8810305.301,5051222.08,84600000,59500000,15600000,1.44E+08,1.67E+08,1.50E+08,2.00E+08,2.14E+08,1.27E+08,2.00E+08,2.20E+08,1.99E+08,1.93E+08,2.11E+08,1.96E+08
PS(18:0_20:2),8980477.136,0,0,22200000,20300000,28500000,5012666.716,6764082.02,10700000,14900000,14800000,11100000,23600000,15400000,9095046.177,29700000,3.20E+07,17200000
PS(18:0_20:3),73500000,1.02E+08,1.08E+08,66800000,1.30E+07,61500000,1.03E+08,90600000,97300000,1.26E+08,1.41E+08,1.10E+08,1.62E+08,1.56E+08,1.40E+08,1.37E+08,1.66E+08,1.24E+08
PS(18:0_20:4),19800000,26100000,27800000,89900000,79100000,66600000,85400000,1.09E+08,88300000,1.05E+08,1.11E+08,1.01E+08,1.08E+08,94600000,98200000,1.01E+08,1.02E+08,89700000
PS(18:0_22:5),1.08E+08,1.20E+08,46500000,2.69E+08,3.11E+08,2.15E+08,3.72E+08,3.01E+08,2.75E+08,2.87E+08,3.06E+08,1.26E+08,3.30E+08,3.66E+08,3.15E+08,3.17E+08,3.62E+08,3.32E+08
PS(18:0_22:6),83500000,25800000,1.20E+08,1.06E+08,9.70E+07,1.04E+08,1.33E+08,1.20E+08,1.26E+08,1.41E+08,1.49E+08,1.24E+08,1.37E+08,1.49E+08,1.40E+08,1.46E+08,1.43E+08,1.39E+08
PS(18:1_18:1),1120571.453,1091611.298,723141.9075,5741587.188,2257346.717,3461256.632,2981560.896,5058347.983,4896473.336,7694218.735,6567577.732,3986424.291,8971596.374,8097962.736,7004562.882,7288256.639,7443139.908,6816351.44
PS(18:1_22:6),41500000,58900000,56700000,41100000,41700000,39700000,49500000,50800000,49500000,53400000,51800000,55700000,55800000,57100000,58800000,54100000,60600000,51300000
PS(18:2_20:4),23900000,4022953.483,8011553.395,24700000,29700000,27500000,32400000,35400000,29900000,25400000,27600000,31400000,31300000,33900000,32100000,30100000,27800000,28200000
PS(18:2_22:6),22200000,27600000,28400000,2.50E+07,27400000,24500000,25600000,24200000,23800000,25500000,26400000,31500000,27800000,26500000,27700000,24800000,27300000,26400000
PS(20:2_22:6),43400000,5.30E+07,59800000,44900000,42800000,43200000,45900000,45600000,43900000,49800000,48800000,44300000,53800000,52400000,5.10E+07,49200000,51300000,47900000
PS(20:5_18:2),2530113.015,1417631.014,1887703.361,5411520.448,5270470.338,5649444.734,10200000,10600000,10200000,8942927.842,9157747.661,7793538.27,10400000,10900000,9742912.907,10700000,10800000,9909305.251
PS(38:7),2149985.999,884233.9371,3179599.881,912688.0845,1058156.697,1522217.95,5021413.938,5926404.72,5253591.234,6457798.015,6718811.367,6737402.967,6442534.432,6185040.971,6369084.785,5663866.196,7179798.541,6371074.844
PS(38:7e),16500000,9564543.219,6634168.109,24500000,2.50E+07,27900000,23900000,26700000,24600000,25800000,23200000,34900000,23400000,2.70E+07,28300000,2.40E+07,23500000,24600000
PS(40:7e),12600000,3823864.746,5806700.507,26100000,22900000,23700000,27800000,24900000,25900000,23800000,21800000,24700000,24900000,20900000,21900000,21100000,18900000,17300000
PS(40:8e),8053700.201,9306630.225,11400000,52400000,51500000,54800000,56600000,54300000,50200000,57600000,57100000,71800000,59200000,52700000,57500000,13900000,60100000,5.40E+07
PS(40:9e),2.90E+07,42600000,43200000,40200000,14900000,41200000,41600000,44100000,42900000,44600000,43500000,44100000,40600000,44700000,4.60E+07,41500000,38700000,41700000
PS(42:7),35500000,41900000,47500000,33300000,30500000,30800000,32200000,32100000,40200000,3.90E+07,42800000,40200000,51700000,58800000,45400000,44800000,47100000,47700000
PS(42:7e),7168367.523,9452311.926,8552238.909,10500000,17100000,8944905.744,8055167.121,1.70E+07,8622137.117,1118973.939,1921517.853,5737254.733,18600000,10400000,3624118.445,2355646.856,10300000,17200000
SM(d18:1_16:0),1.51E+10,2.07E+10,1.87E+10,1.91E+10,1.72E+10,1.75E+10,2.45E+10,2.52E+10,2.58E+10,3.39E+10,3.66E+10,1.70E+10,3.97E+10,3.38E+10,2.92E+10,3.39E+10,3.59E+10,2.63E+10
SM(d18:1_16:1),8.17E+08,1.02E+09,1.15E+09,1.02E+09,8.02E+08,1.14E+09,1.88E+09,2.02E+09,1.89E+09,2.17E+09,2.25E+09,7.48E+08,2.55E+09,2.34E+09,2.23E+09,2.66E+09,2.15E+09,2.05E+09
SM(d18:1_24:2),79300000,29900000,42800000,86900000,75600000,81800000,1.36E+08,1.14E+08,1.30E+08,1.72E+08,2.04E+08,1.39E+08,1.81E+08,2.03E+08,1.76E+08,1.84E+08,2.32E+08,1.76E+08
SM(d18:2_18:2),7.39E+08,9.69E+08,9.44E+08,7.50E+08,7.06E+08,7.03E+08,9.10E+08,8.94E+08,8.76E+08,8.06E+08,8.44E+08,7.59E+08,9.11E+08,8.88E+08,7.72E+08,8.31E+08,7.68E+08,7.83E+08
SM(d20:1_16:1),2.50E+08,1.07E+08,3.34E+08,2.60E+08,48200000,89600000,3.23E+08,4.02E+08,4.18E+08,4.99E+08,5.56E+08,78900000,5.86E+08,26900000,5.53E+08,5.94E+08,4.91E+08,5.61E+08
SM(d30:2),2.97E+08,39400000,50700000,29100000,2.20E+08,86400000,99300000,1.44E+08,1.97E+08,56800000,29800000,3.80E+07,1.72E+08,5.64E+08,3.72E+08,1.74E+08,38200000,2.16E+08
SM(d32:0),14300000,14900000,18100000,16800000,14600000,12400000,1.80E+07,24400000,18400000,3.30E+07,33200000,13600000,39500000,37600000,30300000,34600000,33200000,2.90E+07
SM(d32:1),4.54E+08,4.52E+08,4.94E+08,4.45E+08,3.38E+08,3.75E+08,6.47E+08,6.63E+08,5.77E+08,8.80E+08,7.99E+08,2.84E+08,8.49E+08,8.48E+08,7.85E+08,6.58E+08,8.11E+08,6.57E+08
SM(d34:0),8.54E+08,1.08E+09,1.20E+09,1.17E+09,1.08E+09,1.01E+09,1.29E+09,1.22E+09,1.09E+09,2.27E+09,2.41E+09,1.22E+09,2.63E+09,2.56E+09,2.18E+09,2.18E+09,2.45E+09,2.06E+09
SM(d34:1),9.97E+08,1.24E+09,1.52E+09,1.27E+09,1.05E+09,1.09E+09,1.81E+09,1.79E+09,1.60E+09,2.22E+09,2.36E+09,1.07E+09,2.51E+09,2.54E+09,2.34E+09,2.14E+09,2.48E+09,1.96E+09
SM(d36:2),35700000,36500000,39900000,17100000,16500000,1.50E+07,24600000,23400000,27700000,28700000,31300000,1.40E+07,29500000,8791610.542,14300000,16800000,39800000,27100000
SM(d38:1),1.24E+08,1.78E+08,2.27E+08,2.19E+08,1.88E+08,1.87E+08,2.82E+08,2.68E+08,1.62E+08,3.12E+08,4.06E+08,1.48E+08,4.79E+08,4.16E+08,3.98E+08,3.82E+08,4.38E+08,3.53E+08
SM(d38:2),16900000,31200000,32700000,63100000,52800000,5.70E+07,1.32E+08,1.27E+08,1.13E+08,1.10E+08,1.42E+08,50400000,1.62E+08,1.68E+08,1.60E+08,1.17E+08,1.74E+08,1.52E+08
SM(d40:1),1.14E+08,1.40E+08,1.75E+08,6.08E+08,5.29E+08,5.20E+08,8.95E+08,7.83E+08,5.38E+08,9.73E+08,1.05E+09,4.05E+08,1.16E+09,1.07E+09,1.02E+09,1.00E+09,1.11E+09,9.19E+08
SM(d40:2),77200000,1.24E+08,1.26E+08,3.87E+08,3.12E+08,3.06E+08,5.45E+08,5.40E+08,5.02E+08,7.19E+08,8.14E+08,3.00E+08,9.14E+08,9.15E+08,8.42E+08,8.77E+08,1.02E+09,8.15E+08
SM(d42:1),5.04E+08,1.49E+09,1.33E+09,1.24E+09,1.10E+09,1.07E+09,1.69E+09,1.63E+09,1.04E+09,1.96E+09,2.00E+09,8.50E+08,2.04E+09,1.83E+09,1.78E+09,1.48E+09,1.56E+09,1.40E+09
SM(d42:2),3.57E+09,1.79E+09,2.35E+09,6.32E+09,5.21E+09,5.36E+09,1.00E+10,9.21E+09,9.23E+09,1.09E+10,1.18E+10,3.68E+09,1.34E+10,1.26E+10,1.12E+10,1.02E+10,1.21E+10,9.32E+09
SM(d42:3),3.59E+08,3.68E+08,6.18E+08,1.52E+09,1.20E+09,1.29E+09,2.45E+09,2.53E+09,2.31E+09,2.46E+09,2.94E+09,1.15E+09,3.27E+09,3.13E+09,2.76E+09,3.02E+09,3.69E+09,2.46E+09
SM(d42:4),36800000,85300000,20700000,77800000,43200000,65700000,1.28E+08,1.30E+08,98900000,1.22E+08,1.69E+08,47800000,59200000,52200000,52800000,4.40E+07,1.29E+08,51800000
SM(d44:1),3573149.479,23200000,26800000,2.10E+08,1.92E+08,2.04E+08,1.82E+08,2.41E+08,1.35E+08,3.75E+08,4.13E+08,3.22E+08,5.79E+08,6.23E+08,6.37E+08,8.99E+08,9.86E+08,9.66E+08
SM(d44:2),27800000,54500000,57700000,55600000,46100000,45600000,91700000,94400000,88500000,92800000,1.07E+08,3.70E+07,1.08E+08,91700000,92700000,64300000,77100000,52900000
SM(d44:3),29600000,48100000,52800000,41800000,34900000,32300000,53600000,59100000,44100000,72500000,89600000,25300000,91900000,92700000,77800000,58900000,76400000,6.10E+07
SM(d44:5),2.35E+08,5.11E+08,5.71E+08,4.47E+08,3.54E+08,4.10E+08,7.41E+08,6.73E+08,6.82E+08,7.19E+08,7.96E+08,2.71E+08,1.00E+09,9.02E+08,8.28E+08,7.99E+08,8.66E+08,6.75E+08
SM(d44:6),7215826.613,27500000,39700000,2.42E+08,1.80E+08,1.91E+08,3.64E+08,3.70E+08,2.13E+08,3.49E+08,3.85E+08,1.50E+08,4.18E+08,4.38E+08,3.70E+08,3.42E+08,3.89E+08,3.38E+08
SM(t32:1),17700000,16200000,16200000,21100000,17600000,19800000,3.40E+07,31900000,2.70E+07,32400000,31600000,10200000,32700000,32300000,29100000,24500000,26500000,26100000
SM(t34:0),58400000,92200000,80500000,79700000,72400000,81700000,1.06E+08,78600000,58600000,94100000,94200000,41800000,1.13E+08,96100000,93700000,1.16E+08,1.05E+08,84400000
SM(t34:1),1.02E+09,1.15E+09,1.07E+09,1.28E+09,1.22E+09,1.24E+09,1.97E+09,1.59E+09,1.29E+09,1.73E+09,1.93E+09,9.15E+08,2.12E+09,1.89E+09,1.63E+09,1.72E+09,1.93E+09,1.49E+09
SM(t34:2),2.38E+08,2.00E+08,2.22E+08,1.54E+08,1.33E+08,1.40E+08,2.86E+08,2.36E+08,2.93E+08,2.27E+08,3.05E+08,98600000,3.12E+08,3.29E+08,2.28E+08,2.33E+08,2.04E+08,2.36E+08
SM(t36:4),53200000,1.04E+08,1.09E+08,1.24E+08,1.01E+08,1.14E+08,1.83E+08,1.51E+08,1.16E+08,1.62E+08,1.58E+08,49500000,2.44E+08,2.03E+08,1.72E+08,1.19E+08,1.76E+08,1.27E+08
SM(t42:6),1.26E+08,91300000,1.22E+08,2.94E+08,1.97E+08,2.48E+08,3.07E+08,2.53E+08,2.18E+08,1.95E+08,2.01E+08,1.01E+08,1.12E+08,1.13E+08,1.04E+08,1.35E+08,1.03E+08,1.22E+08
SPH(d20:1),1.76E+08,11800000,15800000,6548954.705,7782558.696,11100000,7961962.728,5534702.656,5767650.137,12100000,14900000,8739430.89,11400000,11600000,14800000,2845313.024,9724990.133,11900000
SPH(t20:0),57200000,28800000,25800000,17200000,23200000,25400000,9737169.074,4.40E+07,11600000,1.70E+07,20600000,18200000,9209542.477,11600000,5.20E+07,14800000,10600000,17800000
TG(12:0e_6:0_20:4),18100000,23600000,30700000,1.00E+08,79400000,82100000,3.44E+08,2.24E+08,1.10E+08,1.63E+08,2.11E+08,1.25E+08,1.64E+08,1.67E+08,1.77E+08,1.11E+08,1.31E+08,1.93E+08
TG(12:0e_6:0_22:5),681940.1424,1318676.555,2419720.8,11200000,7616940.906,4055735.656,31700000,11900000,9654003.675,2.60E+07,37200000,21400000,27700000,24800000,32400000,22900000,29900000,31100000
TG(12:1e_6:0_20:4),9713716.825,16100000,7422076.973,25800000,19500000,26100000,86300000,66100000,6.60E+07,44500000,63700000,37400000,60200000,5.00E+07,4.90E+07,41100000,54500000,54900000
TG(16:0_10:0_16:1),968551.1964,6492661.009,11100000,90200000,84500000,1.11E+08,1.56E+08,2.04E+08,1.85E+08,3.91E+08,4.09E+08,3.08E+08,8.14E+08,9.57E+08,1.02E+09,1.78E+09,1.94E+09,2.15E+09
TG(16:0_14:0_14:0),5892281.53,31500000,38800000,2.20E+08,2.31E+08,2.57E+08,1.64E+08,1.96E+08,1.84E+08,2.79E+08,2.84E+08,2.56E+08,4.09E+08,4.75E+08,4.43E+08,6.28E+08,7.01E+08,7.75E+08
TG(16:0_14:0_16:0),18500000,1.11E+08,1.49E+08,6.22E+08,6.23E+08,6.55E+08,4.89E+08,5.67E+08,8.20E+08,8.44E+08,8.65E+08,7.82E+08,1.54E+09,1.53E+09,1.74E+09,2.61E+09,2.36E+09,2.59E+09
TG(16:0_14:0_16:1),7258820.992,2.59E+08,3.44E+08,1.74E+09,1.76E+09,1.97E+09,2.16E+09,2.76E+09,2.58E+09,3.86E+09,4.09E+09,3.49E+09,7.25E+09,7.61E+09,7.46E+09,1.09E+10,1.16E+10,1.23E+10
TG(16:0_14:1_16:1),9627372.226,1.94E+08,2.29E+08,1.38E+09,1.43E+09,1.44E+09,2.99E+09,4.05E+09,2.81E+09,6.65E+09,6.96E+09,6.04E+09,1.18E+10,1.38E+10,1.30E+10,2.14E+10,2.35E+10,2.39E+10
TG(16:0_16:0_16:0),37400000,2.50E+08,2.87E+08,1.29E+09,1.48E+09,1.47E+09,1.11E+09,1.22E+09,1.76E+09,1.81E+09,1.51E+09,1.51E+09,4.06E+09,4.16E+09,4.06E+09,6.96E+09,6.74E+09,7.70E+09
TG(16:0_16:0_16:1),38600000,9.13E+08,1.03E+09,4.67E+09,4.93E+09,5.02E+09,4.74E+09,5.81E+09,7.39E+09,8.78E+09,8.78E+09,7.69E+09,1.84E+10,1.95E+10,1.93E+10,2.86E+10,2.77E+10,3.06E+10
TG(16:0_16:0_18:1),50800000,1.36E+09,1.54E+09,6.80E+09,8.57E+09,7.37E+09,6.69E+09,6.36E+09,7.35E+09,9.68E+09,9.37E+09,1.21E+10,1.82E+10,2.80E+10,1.95E+10,3.34E+10,3.65E+10,3.81E+10
TG(16:0_16:1_16:1),32900000,9.77E+08,1.34E+09,5.09E+09,5.83E+09,5.43E+09,8.65E+09,1.13E+10,1.15E+10,1.53E+10,1.66E+10,1.44E+10,3.14E+10,3.46E+10,3.25E+10,5.73E+10,6.07E+10,6.34E+10
TG(16:0_16:1_18:1),50200000,2.27E+09,2.63E+09,1.02E+10,9.68E+09,1.02E+10,1.23E+10,1.41E+10,1.61E+10,1.95E+10,2.13E+10,1.87E+10,3.45E+10,3.70E+10,3.56E+10,4.81E+10,5.05E+10,4.92E+10
TG(16:0_16:1_22:5),78500000,5.27E+08,5.96E+08,2.13E+09,1.75E+09,2.36E+09,1.45E+09,1.09E+09,7.83E+08,2.12E+09,1.93E+09,1.24E+09,1.58E+09,1.55E+09,1.63E+09,2.15E+09,2.42E+09,1.95E+09
TG(16:0_16:1_22:6),8783432.983,2.63E+08,3.47E+08,1.52E+09,1.16E+09,1.39E+09,8.89E+08,6.91E+08,4.64E+08,9.98E+08,1.42E+09,7.50E+08,1.65E+09,1.79E+09,1.86E+09,2.16E+09,2.32E+09,2.39E+09
TG(16:0_18:1_18:1),72200000,2.66E+09,3.19E+09,1.08E+10,9.71E+09,9.79E+09,1.36E+10,1.06E+10,1.21E+10,1.93E+10,1.61E+10,1.74E+10,2.63E+10,2.78E+10,2.68E+10,2.66E+10,3.64E+10,2.88E+10
TG(16:0_18:1_20:4),24800000,9.00E+08,6.15E+08,3.05E+09,2.48E+09,2.62E+09,2.20E+09,1.60E+09,1.52E+09,9.02E+08,2.46E+09,7.12E+08,9.83E+08,1.08E+09,2.33E+09,1.57E+09,1.44E+09,2.95E+09
TG(16:0_18:1_22:1),0,1.27E+08,1.40E+08,7.25E+08,5.22E+08,6.17E+08,4.86E+08,3.66E+08,4.54E+08,5.50E+08,6.29E+08,4.79E+08,5.39E+08,5.57E+08,5.22E+08,6.11E+08,7.85E+08,6.56E+08
TG(16:0_18:1_22:3),8886868.546,8.63E+08,9.93E+08,2.68E+09,2.12E+09,2.34E+09,1.68E+09,1.22E+09,1.45E+09,1.99E+09,2.15E+09,1.80E+09,1.92E+09,1.90E+09,1.71E+09,1.76E+09,1.95E+09,1.74E+09
TG(16:0_18:1_22:5),21900000,9.20E+08,1.17E+09,4.64E+09,3.42E+09,3.86E+09,2.80E+09,1.63E+09,1.55E+09,2.10E+09,2.26E+09,1.81E+09,1.91E+09,2.06E+09,1.94E+09,1.58E+09,2.31E+09,1.74E+09
TG(16:0_18:1_22:6),8689011.183,4.43E+08,5.55E+08,3.11E+09,2.35E+09,2.56E+09,1.59E+09,8.79E+08,8.64E+08,1.03E+09,1.18E+09,9.38E+08,1.08E+09,1.02E+09,1.09E+09,1.03E+09,1.11E+09,1.03E+09
TG(16:0_18:1_24:0),0,12400000,17700000,1.04E+08,74700000,83300000,60300000,50700000,54900000,77300000,93300000,54400000,82200000,83400000,76900000,1.08E+08,1.17E+08,87800000
TG(16:0_18:1_24:1),559741.708,71300000,71100000,4.60E+08,3.39E+08,3.81E+08,2.68E+08,1.95E+08,2.54E+08,3.02E+08,3.54E+08,2.37E+08,2.76E+08,2.72E+08,2.68E+08,4.31E+08,5.13E+08,3.52E+08
TG(16:0e_16:0_18:1),0,42700000,49400000,2.80E+08,2.12E+08,2.35E+08,1.95E+08,1.48E+08,2.09E+08,2.33E+08,2.74E+08,1.93E+08,2.46E+08,2.43E+08,2.35E+08,2.15E+08,2.71E+08,2.76E+08
TG(16:1_12:0_16:1),2102915.147,30400000,19500000,2.79E+08,3.17E+08,1.45E+08,7.07E+08,8.81E+08,6.23E+08,1.68E+09,1.90E+09,1.45E+09,3.24E+09,3.65E+09,3.41E+09,3.93E+09,7.66E+09,7.83E+09
TG(16:1_12:1_18:2),6159945.438,0,218626.83,7915898.133,13600000,14500000,23600000,19400000,49300000,58400000,44800000,33900000,4.76E+08,5.77E+08,5.63E+08,1.08E+09,1.15E+09,1.12E+09
TG(16:1_14:0_14:0),2899284.297,41800000,53500000,4.51E+08,5.07E+08,4.63E+08,6.30E+08,7.38E+08,5.43E+08,1.33E+09,1.38E+09,1.24E+09,2.37E+09,2.57E+09,2.84E+09,3.94E+09,4.13E+09,4.48E+09
TG(16:1_14:1_16:1),1322993.602,55300000,70600000,1.51E+08,1.61E+08,4.71E+08,9.74E+08,1.42E+09,1.07E+09,2.34E+09,2.65E+09,2.16E+09,4.01E+09,4.64E+09,4.29E+09,1.10E+10,9.51E+09,9.41E+09
TG(16:1_14:1_18:2),1966940.433,59600000,68200000,4.77E+08,5.00E+08,5.08E+08,6.40E+08,8.27E+08,5.23E+08,1.36E+09,1.51E+09,1.25E+09,2.04E+09,2.41E+09,2.43E+09,3.57E+09,4.19E+09,3.86E+09
TG(16:1_14:1_18:3),1.30E+07,22200000,1.80E+07,86800000,1.03E+08,1.08E+08,76100000,90100000,48900000,2.77E+08,46700000,2.27E+08,3.98E+08,4.56E+08,4.58E+08,7.85E+08,1.87E+08,3.11E+08
TG(16:1_16:1_16:1),16500000,3.49E+08,4.03E+08,2.25E+09,2.23E+09,1.55E+09,4.91E+09,7.32E+09,5.20E+09,1.04E+10,1.25E+10,1.05E+10,1.72E+10,1.98E+10,2.09E+10,3.59E+10,3.92E+10,3.81E+10
TG(16:1_16:1_18:1),45900000,1.06E+09,1.15E+09,4.79E+09,5.63E+09,4.86E+09,9.70E+09,1.26E+10,1.10E+10,1.70E+10,2.00E+10,1.68E+10,2.55E+10,2.89E+10,2.86E+10,3.57E+10,4.43E+10,3.80E+10
TG(16:1_16:1_18:3),5682124.491,39100000,50700000,3.77E+08,3.54E+08,3.94E+08,3.12E+08,3.94E+08,2.45E+08,6.57E+08,7.06E+08,5.76E+08,1.08E+09,1.17E+09,1.18E+09,1.64E+09,1.85E+09,1.84E+09
TG(16:1_16:1_22:6),2214268.68,33600000,59600000,4.99E+08,3.44E+08,3.50E+08,2.72E+08,2.58E+08,1.77E+08,3.01E+08,3.42E+08,2.60E+08,4.40E+08,4.49E+08,4.62E+08,5.66E+08,6.83E+08,6.50E+08
TG(16:1_18:1_18:1),75200000,2.30E+09,3.19E+09,7.27E+09,6.83E+09,6.74E+09,9.20E+09,9.56E+09,1.06E+10,1.39E+10,1.74E+10,1.36E+10,1.47E+10,1.56E+10,1.58E+10,2.30E+10,2.61E+10,2.03E+10
TG(16:1_18:1_18:2),75300000,7.50E+08,1.46E+09,6.99E+08,2.20E+09,2.26E+09,1.97E+09,2.54E+09,2.21E+09,3.33E+09,3.70E+09,2.91E+09,4.07E+09,4.20E+09,4.75E+09,7.44E+09,7.06E+09,6.43E+09
