,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,A,B,B,B,B,B,C,C,C,C,D,D,D,D,,
24910,14.987,729.58551,SM 36:2;2O,[M+H]+,,0.059,TRUE,5.12,729.59052,C41H81N2O6P,SM,MUJBZOYXECUOMF-NFYLBXPENA-N,CCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.5,75.5,87.3,100,96.23,SXY_FDUhhuang_433_pos,729.58551:508997 730.58886:290186 731.59222:62200,109.09921:81 124.99255:40 124.99726:202 159.11818:40 184.07158:9935 227.19025:40 256.23032:81 711.57001:81 719.73615:40 729.47125:121 729.55841:156 729.58118:2663 729.70618:554 729.72894:161,177910,1023026,42089,9959,12778,14919,8698,255054,11717688,7535,22186,1827,305288,7662,22078,74888,4282,806345.1221,2822858.529
24912,16.077,729.58746,SM 36:2;2O,[M+H]+,,0.471,TRUE,5.12,729.59052,C41H81N2O6P,SM,MUJBZOYXECUOMF-NFYLBXPENA-N,CCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,90.4,99.4,23,86.1,100,22.42,SXY_FDUhhuang_270_pos,729.58374:42439 730.58709:15096 731.59045:8628,119.08321:40 124.99812:81 184.07394:4010 327.06708:81 327.08484:775 383.11801:40 383.13449:1117 439.2023:1986 442.09702:35 495.25934:3592 551.31732:202 607.39624:81 643.38287:35 669.44263:81 687.47467:121 729.57928:794 729.74225:81,290305,2231405,302914,332088,441183,24725,839968,350333,412918,400473,85769,677341,733087,734299,45103,106784,264990,486687.3888,513542.6053
24914,15.045,729.59058,SM 36:2;2O,[M+H]+,,0.059,TRUE,5.12,729.59052,C41H81N2O6P,SM,MUJBZOYXECUOMF-NFYLBXPENA-N,CCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.5,87.5,87.4,100,107.35,SXY_FDUhhuang_197_pos,729.59058:263780 730.59393:164389 731.59729:33447,124.99807:732 125.01218:121 184.07227:13348 203.1489:40 219.17491:40 363.24875:35 544.48987:35 549.52618:81 711.56824:81 727.42487:35 729.5907:1942,720715,4521578,34379,25192,2875,7685,58194,132564,13249204,16166,31290,4123,330513,25412,138666,275194,7360,1151829.954,3299435.478
26352,15.596,751.55994,SM 36:2;2O,[M+Na]+,found in higher mz's MsMs_26358,0.118,TRUE,5.12,751.57245,C41H81N2O6P,SM,MUJBZOYXECUOMF-NFYLBXPENA-N,CCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,88.4,99.5,47.1,89.6,100,14.32,SXY_FDUhhuang_191_pos,751.55994:102038 752.56329:83135 753.56665:17347,217.16428:35 237.12451:40 237.12883:81 399.22467:40 416.22244:81 472.2915:121 510.27179:1930 546.52832:40 565.49841:81 566.33942:843 568.51147:925 622.3681:79 622.39264:1358 676.27728:35 678.46063:202 690.26654:81 692.49084:1601 716.73175:35 734.51489:121 734.5415:162 751.54651:117 751.57727:1804 751.70038:121,976411,781127,486112,759097,1044388,114947,1316864,944988,217039,242080,384205,984584,1450001,1426182,287498,756773,557856,748832.5262,425749.4361
26353,15.623,751.56165,SM 36:2;2O,[M+Na]+,,0.353,TRUE,5.12,751.57245,C41H81N2O6P,SM,MUJBZOYXECUOMF-NFYLBXPENA-N,CCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.5,89.8,92.8,100,20.01,SXY_FDUhhuang_429_pos,751.57147:176531 752.57482:96705 753.57818:28065,105.06825:81 146.97209:40 146.98399:162 184.07686:314 313.29611:40 447.40952:35 496.43619:35 510.26837:81 528.50049:81 565.4978:40 566.32874:81 566.72943:40 568.50751:4208 622.39502:121 678.46277:81 692.4892:3432 733.58551:81 747.5271:35 751.56744:7070,1046125,974816,542135,879630,1460708,107596,1590967,1111398,1197599,237359,384205,1134332,1419733,1434985,349350,779980,663433,900844.1135,460866.8685
24906,16.009,729.57886,SM 36:2;2O|SM 18:2;2O/18:0,[M+H]+,,0.235,TRUE,5.17,729.59052,C41H81N2O6P,SM,GCHHFAWECQPLHL-KULLXTRWNA-N,CCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)\C=C\CC\C=C\CCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.4,46.4,87.8,100,5.21,SXY_FDUhhuang_444_pos,729.57849:53378 730.58184:40254 731.5852:6195,123.11649:35 124.99613:162 184.07123:6812 185.42693:81 250.24174:35 257.16611:81 262.24811:401 290.04788:40 307.22668:35 327.08047:81 383.13226:121 384.13791:162 433.29861:35 439.18201:81 439.19672:349 440.20569:679 495.26251:1355 496.26828:813 552.34198:81 628.51373:40 667.3963:35 688.46356:81 711.60474:81 729.58954:1130 729.64258:80,75255,1042474,249876,295996,228944,215402,502081,319867,319756,103568,492476,464414,556947,465396,618539,68020,44913,356701.4853,252471.7379
24911,15.63,729.586,SM 36:2;2O|SM 18:2;2O/18:0,[M+H]+,found in higher mz's MsMs_24921,1,TRUE,5.17,729.59052,C41H81N2O6P,SM,GCHHFAWECQPLHL-KULLXTRWNA-N,CCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)\C=C\CC\C=C\CCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.5,87.4,87.3,100,1056.03,SXY_FDUhhuang_270_pos,729.58972:2063532 730.59307:1304857 731.59643:389138,101.06004:35 104.10909:1221 107.08438:40 124.99638:5408 128.97359:35 161.15297:35 166.05856:81 183.48413:912 184.07367:175950 184.63176:81 184.74614:81 185.08762:81 186.25937:81 249.21623:35 262.24454:162 265.27466:81 309.30426:35 528.54895:81 546.58032:40 711.57855:666 711.59729:121 727.23468:81 729.5896:25059,27435160,99524544,19380770,24192210,44590496,12963659,53452752,35944220,74133648,22641852,38864332,22485342,27717956,59261092,32941068,17831952,17961354,37136612.18,23061629.57
25932,18.458,745.58405,SM 36:2;3O,[M+H]+,,0.059,TRUE,4.34,745.58545,C41H81N2O7P,SM,XBDZIUTVDWJCSI-AKMCNLDWNA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/C\C=C/CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,90.3,70.9,100,170.84,SXY_FDUhhuang_444_pos,745.58405:1594242 746.5874:629110 747.59076:77820,102.12747:947 104.10754:425 109.11011:81 124.60124:40 124.9993:3113 126.00352:202 151.07202:81 153.10826:81 161.12944:40 163.14612:81 166.05453:121 175.15482:40 183.48553:239 184.07127:110203 185.07756:12956 188.24182:81 191.10115:81 203.17967:40 220.13611:35 240.09441:81 247.26598:81 255.21942:81 289.24576:40 315.22519:40 317.24585:619 335.23154:40 335.25467:202 335.29062:81 467.29395:40 480.34158:81 481.34442:121 504.33868:364 505.341:374 509.38556:81 578.32025:35 643.52826:40 682.27185:35 711.61237:35 727.55634:201 727.56769:809 743.18353:283 744.5954:162 745.49908:73 745.591:59401,17655576,2856082,8149902,1882064,4112769,3720813,2492930,23258504,26433596,1945405,26303284,5149234,15035198,60393628,8953908,9484933,11704391,13501895.13,14726942.51
25933,15.484,745.58484,SM 36:2;3O,[M+H]+,ion correlated with 27644; ion correlated with 36489; ion correlated with 28369; ion correlated with 28280; ion correlated with 27187; ion correlated with 28982; ion correlated with 32456; ion correlated with 25337; found in higher mz's MsMs_29754; found in higher mz's MsMs_29740,0.059,TRUE,4.34,745.58545,C41H81N2O7P,SM,XBDZIUTVDWJCSI-AKMCNLDWNA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/C\C=C/CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.4,49.8,78.1,100,6.86,SXY_FDUhhuang_461_pos,745.58484:57993 746.58819:23848 747.59155:10678,121.09983:81 123.11657:40 124.99622:81 125.09662:81 131.08655:81 171.0979:81 184.06947:2510 190.15414:35 219.17363:35 261.21799:81 313.27078:81 383.2562:81 397.33997:81 408.42529:35 415.31778:121 433.30487:40 433.34576:81 465.34946:40 489.31808:80 489.35532:1251 489.38947:160 499.4552:40 573.46625:40 617.54767:81 634.43665:35 657.53998:81 727.55316:81 727.61371:121 745.46899:81 745.53027:116 745.59155:3457,2864,328680,2894,26193,4754,1188,72985,85788,8038,810506,22439,1146,0,28198,512187,3389,1234,112498.9795,227338.5508
25935,15.43,745.58807,SM 36:2;3O,[M+H]+,ion correlated with 29852; found in higher mz's MsMs_29758; found in higher mz's MsMs_27178; found in higher mz's MsMs_29740,0.059,TRUE,4.34,745.58545,C41H81N2O7P,SM,XBDZIUTVDWJCSI-AKMCNLDWNA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/C\C=C/CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.4,55,78.2,100,5.37,SXY_FDUhhuang_197_pos,745.58807:43146 746.59142:25433 747.59478:7471,124.99338:81 125.00278:202 126.00072:81 131.08208:40 147.11589:35 171.11519:81 184.07039:2751 185.06905:121 227.11894:40 227.12317:162 255.22356:40 263.22794:121 313.27072:40 393.12943:35 397.30151:81 415.30435:121 418.35461:35 467.35938:81 471.31631:81 471.3559:81 489.33521:80 489.34763:699 489.37866:200 727.58386:121 745.47723:40 745.56152:195 745.60364:1974 745.69562:80,3611,669543,968,8936,1015,2975,77929,135583,6263,194432,11625,1765,13,50019,155481,3555,4375,78122.79751,164655.4831
25937,17.149,745.59436,SM 36:2;3O,[M+H]+,ion correlated with 27693,0.059,TRUE,4.34,745.58545,C41H81N2O7P,SM,XBDZIUTVDWJCSI-AKMCNLDWNA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/C\C=C/CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.2,63.2,73.1,100,32.1,SXY_FDUhhuang_221_pos,745.59436:41069 746.59771:14179 747.60107:2442,184.0715:2717 185.07399:433 187.75928:35 547.50818:40 606.73096:35 727.58563:40 743.22083:40 745.58234:1422 745.73944:121,2009497,1243087,499782,2331651,4985676,47439,3462557,2440900,13463140,1189495,1573094,333109,1581016,5254199,876242,1100660,963477,2550295.375,3179804.436
24780,13.944,727.56616,SM 36:3;2O,[M+H]+,,0.118,TRUE,4.77,727.57483,C41H79N2O6P,SM,JXOCQPJUXJTRBP-SKFHMOIXNA-N,CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.6,62.8,87.5,100,5.09,SXY_FDUhhuang_433_pos,727.56616:62995 728.56951:34987 729.57287:10760,123.11289:40 124.9988:81 143.08829:35 179.1713:40 184.07155:3496 640.49408:35 682.47534:81 709.5954:81 727.49841:161 727.58545:688 727.61194:119 727.67627:339 727.7406:80,28910,79438,4315,39954,29475,6292,82416,138800,821538,3596,17650,5358,14933,213940,72778,10117,8282,92811.33206,196218.6774
24782,14.151,727.57025,SM 36:3;2O,[M+H]+,,0.294,TRUE,4.77,727.57483,C41H79N2O6P,SM,JXOCQPJUXJTRBP-SKFHMOIXNA-N,CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,93.4,99.6,59.8,86.1,100,4.18,SXY_FDUhhuang_283_pos,727.58215:7817 728.5855:6113 729.58886:2159,119.07481:40 119.08398:81 177.04578:35 184.06897:431 727.56781:81 727.67377:81,47402,176198,11378,42854,76060,5044,46099,152267,854174,12892,11651,1455,32511,298694,9819,7193,26268,106585.7521,208308.7149
25818,18.7,743.56171,SM 36:3;3O,[M+H]+,,0.294,TRUE,3.98,743.56976,C41H79N2O7P,SM,CCZDSXYMNFJMCE-XSMZTDTHNA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,64.8,61.7,100,6.61,SXY_FDUhhuang_464_pos,743.5658:3996 744.56915:104027 745.57251:60056,149.04427:35 184.06984:162 478.86032:35 598.55798:35 658.49512:35 743.53497:40 743.59613:121,32876,20931,46641,41368,339998,8327,92410,64691,56246,82944,103307,37683,371019,50945,3904,57924,18625,84108.29074,105959.8882
25821,16.85,743.57349,SM 36:3;3O,[M+H]+,similar chromatogram in higher mz_30503,0.059,TRUE,3.98,743.56976,C41H79N2O7P,SM,CCZDSXYMNFJMCE-XSMZTDTHNA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.2,85,57.6,100,43.5,SXY_FDUhhuang_464_pos,743.57349:78235 744.57684:42368 745.5802:8934,184.06995:3928 185.07625:202 743.57745:893,2167548,1525032,548272,1678589,3940263,454938,5556880,4114540,21747330,1367613,4833039,440280,1649319,7756624,1536805,1139288,1242806,3629362.778,5100326.029
25696,18.377,741.56073,SM 36:4;3O,[M+H]+,similar chromatogram in higher mz_26674; similar chromatogram in higher mz_28784; similar chromatogram in higher mz_27991; similar chromatogram in higher mz_36422,0.118,TRUE,3.63,741.55414,C41H77N2O7P,SM,YCJDZMKAVXTMED-ODFSAEBUNA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,59.6,60.8,100,6.2,SXY_FDUhhuang_283_pos,741.56073:21056 742.56408:6199 743.56744:1723,123.1131:40 143.08156:35 166.06329:35 184.07672:886 185.07921:81 261.26071:35 536.50055:81 558.51825:40 682.46301:121 682.48865:489 741.54071:773 741.5827:494 741.70117:121,40533,13661,58414,73289,250600,39376,134084,121292,39737,54068,178134,34242,379761,87132,27279,67954,46691,96837.93216,95195.04137
24380,18.369,721.53198,SM 36:6;2O,[M+H]+,ion correlated with 22592; similar chromatogram in higher mz_25718; adduct linked to 22977_[M+H]+,0.294,TRUE,3.7,721.52789,C41H73N2O6P,SM,MCSOFMJRKDALLZ-MTPCXLQNNA-N,CCCCCC(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,88.4,98.9,40.4,82.2,100,4.69,SXY_FDUhhuang_444_pos,721.51892:49464 722.52227:21923 723.52563:237895,102.12463:162 104.12328:81 107.07989:81 121.09513:40 125.00242:162 184.06935:10381 185.07755:989 230.23788:35 317.18335:40 423.3031:35 455.3504:81 457.30127:81 471.36929:40 483.37161:81 630.44257:35 648.45923:81 661.50226:40 703.57819:121 719.25934:81 721.49957:549 721.53729:272 721.58624:3367,2100,119,2603,50085,1474,769165,12502,7273,10148,2579,488055,2637,1766,80774,210243,2658,2419,96858.70189,212707.9719
24241,12.509,719.50305,SM 36:7;2O,[M+H]+,adduct linked to 25373_[M+NH4]+; found in higher mz's MsMs_33132,0.941,TRUE,3.35,719.51227,C41H71N2O6P,SM,VDNXDEVIRKGLNU-KGJCVUFKNA-N,CCCCCC(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,98.8,99.6,21.1,73.1,100,14.42,SXY_FDUhhuang_461_pos,719.50665:20417 720.51:15583 721.51336:4943,102.12479:81 127.10841:40 131.08829:35 143.08376:35 171.1091:35 184.07158:397 214.93295:40 229.12852:35 261.22055:35 282.16605:35 341.31079:35 376.26373:35 392.37299:35 433.28198:35 437.2565:40 457.26614:400 484.38474:35 495.31973:81 512.3797:81 513.32959:827 513.36456:80 527.36127:35 575.29584:35 599.47809:35 607.37976:81 615.51758:35 656.56622:35 659.47021:81 663.43524:81 669.47229:35 686.8501:35 701.53082:81 719.479:201 719.5354:161,247743,86621,151697,135060,304433,46642,323128,317004,245598,266318,154272,49720,99833,275204,181622,88845,110596,181431.5944,95729.57022
24242,12.308,719.50378,SM 36:7;2O,[M+H]+,,0.176,TRUE,3.35,719.51227,C41H71N2O6P,SM,VDNXDEVIRKGLNU-KGJCVUFKNA-N,CCCCCC(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,84,99.6,11.4,71,100,8.03,SXY_FDUhhuang_433_pos,719.50378:27290 720.50713:10346 721.51049:15304,109.06847:40 123.10516:40 133.1015:81 145.10913:40 155.07072:81 165.0835:35 177.07257:40 184.07353:121 193.10039:35 203.1823:35 227.19876:297 242.14545:40 251.14941:35 271.23767:35 293.19785:35 303.22928:35 309.28323:121 316.19479:35 359.28125:35 368.65897:35 421.30402:35 459.26746:35 509.379:40 539.49072:35 599.48145:40 643.48364:35 659.55011:35 686.48352:35 702.5542:40 711.00897:35 719.44281:81 719.54443:161 719.57452:161 719.71753:161,84394,43538,34719,28600,29715,20541,101633,61684,222014,61863,34747,22066,24442,41794,91899,29800,38341,57164.02608,49300.13276
25313,15.499,735.52148,SM 36:7;3O,[M+H]+,similar chromatogram in higher mz_31669; found in higher mz's MsMs_25322,0.176,TRUE,2.44,735.50714,C41H71N2O7P,SM,YGEYSDXIBHEICM-QEXDWGIUNA-N,CCCCC\C=C\CC\C=C\CCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,93.4,99.2,63.7,60.6,100,12.38,SXY_FDUhhuang_270_pos,735.52148:58680 736.52483:19477 737.52819:3222,110.41531:35 125.01202:81 158.1203:40 184.06219:80 184.0717:1515 184.08884:160 185.07037:202 186.07556:351 205.1124:35 220.17003:121 279.20282:35 307.17618:35 310.21521:121 473.30426:121 510.27463:162 511.27966:201 515.367:35 528.323:81 529.36182:121 563.48444:40 566.35187:121 567.35388:161 623.3855:81 672.54474:35 678.46954:81 679.46014:81 735.54669:2727 735.66846:121,1700756,173212,674526,614491,671065,189609,443470,587354,214711,465475,506546,319660,229516,625553,368441,191744,603459,504681.5827,358411.3582
25147,15.477,733.48828,SM 36:8;3O,[M+H]+,found in higher mz's MsMs_29038; found in higher mz's MsMs_25180; found in higher mz's MsMs_25156; found in higher mz's MsMs_25164,0.647,TRUE,2.03,733.49152,C41H69N2O7P,SM,VIWTYZJTDPWZCQ-DVVQAQFTNA-N,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)C(O)CCC\C=C\CC\C=C\CC\C=C\C,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.1,79.1,65.2,100,37.95,SXY_FDUhhuang_270_pos,733.48621:11847 734.48956:9298 735.49292:11089,104.09914:40 104.1063:162 119.08159:40 124.99802:3153 126.00067:162 159.1187:40 163.11079:263 166.07133:81 179.09471:40 179.1041:202 183.48427:161 184.07381:71146 184.54041:81 185.07629:11940 186.07767:81 187.99042:81 203.13242:40 203.14041:121 214.15669:40 219.17017:6363 258.10391:35 265.12408:121 309.16138:40 309.18607:980 321.18982:81 413.22662:81 453.29559:40 469.27869:162 471.27737:461 497.33725:81 509.33444:162 525.63458:40 527.34381:5045 563.34515:81 621.3703:81 621.39478:202 673.26959:35 675.44446:162 677.45483:1871 703.56366:35 715.52869:81 731.12555:40 731.14832:81 731.18628:161 731.23175:81 733.52863:39729 733.72998:81,80550,20053,210662,102820,87796,100384,54595,70995,47083,171378,192338,55524,54557,100568,167732,50607,164636,101898.6102,57924.81777
26065,18.677,747.63373,SM 37:0;2O,[M+H]+,,0.235,TRUE,6.26,747.63745,C42H87N2O6P,SM,VITZHJYYRMYTAB-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.5,99.2,81.7,83,100,183.64,SXY_FDUhhuang_191_pos,747.63586:115010 748.63921:65559 749.64257:17730,104.10554:162 124.99897:2000 184.07368:46242 185.07426:4778 187.98265:81 508.38568:81 729.69556:40 745.17346:40 747.54193:105 747.61096:20141 747.7337:161 747.77594:81,1484288,5592828,193015,1173214,1301509,57915,3026037,614172,4954684,1164776,283319,394760,1678191,5435478,1442610,1389406,721632,1818107.94,1819493.504
26066,18.758,747.63782,SM 37:0;2O,[M+H]+,,0.294,TRUE,6.26,747.63745,C42H87N2O6P,SM,VITZHJYYRMYTAB-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.5,99.2,80,82.6,100,73.25,SXY_FDUhhuang_444_pos,747.63782:69737 748.64117:25894 749.64453:12166,102.12466:121 104.10327:202 124.59657:40 124.99462:1444 126.0004:81 183.47798:40 183.48747:228 184.07132:46242 184.84676:81 185.07379:7272 185.91827:81 451.34515:40 509.36035:81 521.42389:81 745.18134:81 747.5191:109 747.59583:21030,423351,449317,585850,930908,2010128,158263,332439,931699,966471,582182,1076848,728442,728390,2585193,175372,945278,1380973,881829.6121,633638.2123
27183,17.304,763.63165,SM 37:0;3O,[M+H]+,found in higher mz's MsMs_27209,0.353,TRUE,5.48,763.63239,C42H87N2O7P,SM,USXVESSZZIFNHF-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)C(O)CCCCCCCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,80,67,100,78.14,SXY_FDUhhuang_461_pos,763.62933:98733 764.63268:29956 765.63604:4648,104.10773:121 105.1236:81 122.11637:40 124.99797:4360 126.00061:374 127.00251:434 166.05849:40 179.17709:35 183.4821:121 183.50111:202 184.06975:55594 185.07603:19434 185.48466:121 186.07932:13836 187.08148:1821 187.42702:121 260.6813:35 337.27731:81 341.29279:81 379.27127:81 386.26434:81 475.42068:35 481.37009:40 483.42209:162 498.3342:162 505.0993:35 507.34659:81 551.50952:35 571.43982:81 579.52319:81 591.49188:40 603.52087:40 603.56226:121 622.52625:81 745.63098:202 761.11334:121 762.58081:1226 763.47211:81 763.58838:42514 763.70081:80,1742890,588561,954816,1390757,2113729,79865,2182463,1639666,2480364,1712554,640827,1161730,1223866,2103721,1115499,308464,653791,1299621.356,706147.2262
27185,19.336,763.633,SM 37:0;3O,[M+H]+,,0.176,TRUE,5.48,763.63239,C42H87N2O7P,SM,USXVESSZZIFNHF-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)C(O)CCCCCCCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,90.3,61.6,100,55.38,SXY_FDUhhuang_283_pos,763.633:110380 764.63635:62818 765.63971:18136,104.10152:40 124.98961:79 124.99744:2303 125.01157:158 183.47011:40 183.48531:202 184.07104:66073 185.07352:7353 185.94287:81 188.09727:81 479.32162:81 524.36572:40 525.37164:162 570.43341:81 579.52234:40 580.53931:121 761.13959:121 761.20148:121 763.59912:33638,972881,355963,747834,699480,1720075,72526,2687260,1543357,3128146,1422214,301544,176300,1814947,2347360,1144051,331211,159208,1154373.932,942508.5765
25940,18.4,745.63446,SM 37:1;2O,[M+H]+,,0.412,TRUE,5.96,745.62183,C42H85N2O6P,SM,OXULIEDBFCCGDG-LAPDZXRHNA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)\C=C\CCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,88.5,99.2,84.5,85.4,100,66.92,SXY_FDUhhuang_283_pos,745.63446:117818 746.63781:111625 747.64117:47359,104.10313:121 111.11491:35 124.99766:3811 126.00187:81 151.5621:40 163.04044:40 166.05998:121 183.49132:544 183.55212:81 184.07326:114762 184.48077:121 185.07573:8061 185.49583:81 188.10721:81 446.26706:81 478.31863:40 480.33649:121 481.35471:121 483.53931:35 504.33667:121 505.33899:202 562.54132:35 604.52435:81 716.71655:40 743.15118:81 743.22766:161 745.59302:32736 745.72327:121,2111521,1451115,434721,987904,2283116,231486,1181628,686194,2091994,761320,1093193,598850,1000244,3856922,179396,362055,142330,1144352.293,973713.5378
25941,18.451,745.63623,SM 37:1;2O,[M+H]+,,0.471,TRUE,5.96,745.62183,C42H85N2O6P,SM,OXULIEDBFCCGDG-LAPDZXRHNA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)\C=C\CCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,95.1,99.2,81.1,84.6,100,65.5,SXY_FDUhhuang_433_pos,745.63623:201507 746.63958:345830 747.64294:246389,104.09988:40 104.10704:274 124.9975:4222 163.15002:35 166.07478:81 183.47478:40 184.07382:100252 184.48517:121 184.67575:81 185.07632:8990 185.3455:81 187.90587:81 446.26282:121 480.3479:121 481.35074:81 504.33917:202 505.33838:202 604.53522:1500 727.51129:81 727.6059:162 730.73486:81 743.16882:81 744.59595:81 745.5954:40043 745.71802:161 745.74097:377,1142956,355634,641315,835964,2193686,246527,1803648,1047598,2843855,151717,625838,409126,648728,2603888,946150,576077,386812,1027030.536,832259.1813
