Gene ID,Gene Name,Pos.,Count (COLD1),Count (COLD2),Count (COLD3),Count (COLD4),Count (RT1),Count (RT2),Count (RT3),Count (RT4),Count (RT5)
ENSMUSG00000095141,Gm28891,Y[+]60241202-60273250,0,0,0,0,0,0,0,0,0
ENSMUSG00000095140,Gm24388,14[+]40421515-40421621,0,0,0,0,0,0,0,0,0
ENSMUSG00000095143,Hsd3b4,3[-]98499071-98510514,0,0,0,0,0,0,0,0,0
ENSMUSG00000095142,Gm24389,17[-]34687696-34687802,0,0,0,0,0,1,0,0,0
ENSMUSG00000003131,Pafah1b2,9[-]45962859-46012690,1546,1271,474,2517,471,446,2246,1243,3015
ENSMUSG00000095149,Gm24390,15[-]72490958-72491019,0,0,0,0,0,0,0,0,0
ENSMUSG00000095148,Gm20873,Y[+]6267098-6269548,0,0,0,0,0,0,0,0,0
ENSMUSG00000003135,Cnot11,1[+]39534992-39546889,932,1381,439,881,535,401,859,520,1127
ENSMUSG00000003134,Tbc1d8,1[-]39371492-39478755,764,930,521,192,1009,265,459,418,1083
ENSMUSG00000088763,Gm24391,6[+]120524897-120524998,0,0,0,0,0,0,0,0,3
ENSMUSG00000043226,Olfr1009,2[+]85715419-85725136,0,0,0,0,0,0,0,0,0
ENSMUSG00000088761,Gm24392,14[+]56416766-56416868,0,0,0,0,0,0,0,0,0
ENSMUSG00000088760,Gm24393,9[-]82463356-82463452,0,0,0,0,0,0,0,0,0
ENSMUSG00000043223,Gm4835,18[+]15988368-15989339,1,1,0,2,2,1,1,2,3
ENSMUSG00000088766,Gm24394,14[+]36612117-36612239,0,0,0,0,0,0,0,0,0
ENSMUSG00000074582,Arfgef2,2[+]166805588-166898052,3778,6080,2776,2008,2103,1152,1917,715,2117
ENSMUSG00000088764,Gm24395,3[+]153864807-153864931,0,0,0,0,0,0,0,0,0
ENSMUSG00000080555,Gm24396,X[+]61145362-61145454,0,0,0,0,0,0,0,0,0
ENSMUSG00000080556,Mir467g,5[-]34732853-34732972,0,0,0,0,0,0,0,0,0
ENSMUSG00000088768,Gm25494,10[+]128944905-128945004,0,0,0,0,0,0,0,0,1
ENSMUSG00000074589,4930449A18Rik,3[+]59777809-59846817,0,0,0,0,0,0,0,0,0
ENSMUSG00000095064,Vmn1r135,7[+]21832351-21833274,0,0,0,0,0,0,0,0,0
ENSMUSG00000110968,AC122542.1,9[+]61851704-61852615,0,0,0,0,0,0,0,0,0
ENSMUSG00000008958,Vps72,3[+]95111022-95123051,1909,4325,2937,811,2844,3605,1789,1124,1314
ENSMUSG00000110964,CT025680.3,9[-]38937489-38940102,0,0,0,0,0,0,0,0,1
ENSMUSG00000088495,Gm24398,11[-]23172798-23172906,0,0,0,0,0,0,0,0,0
ENSMUSG00000034471,Caskin2,11[-]115799183-115813639,2024,6377,3731,1617,3147,5655,2630,864,1642
ENSMUSG00000088497,Gm22651,2[+]118351238-118351331,0,0,0,0,0,0,0,0,0
ENSMUSG00000034473,Sec22a,16[-]35311131-35363918,591,359,37,964,32,39,893,414,755
ENSMUSG00000088491,Mir1953,2[-]151967529-151967617,0,0,0,0,0,0,0,0,0
ENSMUSG00000088490,Gm24400,19[-]43857245-43857351,0,0,0,1,0,0,2,0,1
ENSMUSG00000088493,Gm24401,18[+]37705979-37706069,0,0,0,0,0,0,0,0,3
ENSMUSG00000074059,Fbxw18,9[-]109676734-109702700,0,0,0,0,0,0,0,0,0
ENSMUSG00000075144,Olfr1156,2[-]87947053-87953100,0,0,0,0,0,0,0,0,0
ENSMUSG00000088499,Gm22654,17[+]55661637-55661741,0,0,0,0,0,0,0,0,2
ENSMUSG00000088498,Gm24402,1[-]151260824-151260914,0,0,0,0,0,0,0,0,0
ENSMUSG00000005994,Tyrp1,4[+]80834123-80851719,2,0,0,0,0,0,0,0,0
ENSMUSG00000046470,Sox18,2[-]181669836-181671640,3855,12834,5033,2742,4609,8855,3844,1614,1779
ENSMUSG00000096652,Mup-ps9,4[+]61163063-61165771,0,0,0,0,0,0,0,0,0
ENSMUSG00000046474,Krtap4-16,11[-]99850655-99851608,0,0,0,0,0,0,0,0,0
ENSMUSG00000009394,Syn2,6[+]115134902-115282006,428,575,83,316,202,160,315,106,223
ENSMUSG00000087516,Tbx3os1,5[-]119570130-119671365,14,33,0,12,5,11,40,13,22
ENSMUSG00000075143,Olfr1157,2[-]87958485-87968299,0,0,0,0,0,0,0,0,0
ENSMUSG00000043088,Il17re,6[+]113458484-113470758,148,308,140,103,90,161,235,82,117
ENSMUSG00000042570,Mier2,10[-]79540245-79555199,968,2449,1568,462,2062,1695,840,597,838
ENSMUSG00000042572,Ube2q1,3[+]89773616-89784000,3401,4461,2010,2050,2605,1452,2920,1833,4000
ENSMUSG00000042579,4632404H12Rik,3[-]89767511-89773240,240,152,63,193,90,18,222,111,575
ENSMUSG00000075142,Olfr74,2[-]87973707-87974663,0,0,0,0,0,0,0,0,0
ENSMUSG00000017767,Spata25,2[-]164826389-164828537,0,9,8,0,10,4,0,3,0
ENSMUSG00000017765,Slc12a4,8[-]105943590-105966097,1989,5118,2843,1321,2933,4922,2439,587,1346
ENSMUSG00000017764,Zswim1,2[+]164822686-164826871,645,1463,741,312,700,703,480,214,354
ENSMUSG00000002428,Hltf,3[+]20057811-20118490,122,201,27,359,224,2,327,203,1018
ENSMUSG00000017760,Ctsa,2[+]164832873-164841032,11219,28214,11464,3762,18878,16482,8875,5471,5983
ENSMUSG00000079186,Gzmc,14[-]56231401-56234656,16,23,0,0,12,0,8,6,88
ENSMUSG00000079184,Mphosph8,14[+]56668248-56697430,235,275,81,416,104,31,334,230,1111
ENSMUSG00000079183,C030005K15Rik,10[-]97724874-97726755,0,0,0,0,0,0,0,0,0
ENSMUSG00000079180,Mptx2,1[-]173274382-173277777,0,0,0,3,0,0,4,0,0
ENSMUSG00000078580,E430018J23Rik,7[-]127389673-127393629,235,218,285,131,311,240,205,124,195
ENSMUSG00000078584,AU022252,4[-]119203570-119232712,755,1243,435,635,618,430,863,505,627
ENSMUSG00000035704,Alg8,7[+]97371606-97392185,336,366,46,314,123,34,314,150,427
ENSMUSG00000078586,Gm11735,11[-]116739062-116749833,0,0,0,0,0,0,0,0,0
ENSMUSG00000078588,Ccdc24,4[-]117866524-117872557,47,137,83,39,147,164,18,40,53
ENSMUSG00000095968,Gm21842,Y[+]32283539-32284066,0,0,0,0,0,0,0,0,0
ENSMUSG00000084166,Gm6451,X[-]151413668-151414384,3,1,1,35,1,1,22,13,65
ENSMUSG00000077804,Gm24403,3[-]89048998-89049127,0,0,0,0,0,0,1,0,0
ENSMUSG00000077802,n-R5s52,13[-]14118743-14118855,0,0,0,0,0,0,0,0,0
ENSMUSG00000088743,Gm23221,9[+]62020594-62020686,0,0,0,0,0,0,0,0,0
ENSMUSG00000048232,Fbxo10,4[-]45034247-45084604,342,962,408,167,524,735,515,90,281
ENSMUSG00000044378,Slc15a5,6[-]137983586-138079916,43,0,18,98,31,17,23,23,2
ENSMUSG00000058399,Vmn1r64,7[-]5883580-5884590,0,0,0,0,0,0,0,0,0
ENSMUSG00000058398,Prss43,9[+]110826690-110831839,0,0,0,0,0,0,0,0,0
ENSMUSG00000058392,Rrp1b,17[+]32036100-32062865,526,579,214,295,194,130,351,153,655
ENSMUSG00000058396,Gpr182,10[-]127747276-127751732,1465,2987,1126,472,2073,1264,997,301,745
ENSMUSG00000024487,Yipf5,18[-]40204865-40219399,1262,1967,877,1966,864,645,1405,563,2096
ENSMUSG00000055373,Fut9,4[-]25609332-25800244,0,0,0,0,0,0,0,0,0
ENSMUSG00000055370,Gm9968,16[-]43345887-43363666,0,0,0,19,0,0,4,6,23
ENSMUSG00000055371,Stam2,2[-]52691664-52742281,1049,1280,587,1171,558,399,1153,478,1262
ENSMUSG00000090225,Gm11559,11[+]99864476-99865571,0,0,0,0,0,0,0,0,0
ENSMUSG00000086823,1700028P15Rik,2[-]171956879-171962824,0,0,0,0,0,0,0,0,0
ENSMUSG00000086820,Gm11465,2[+]165880025-165882056,3,2,2,0,2,0,0,2,0
ENSMUSG00000089564,Gm24664,15[+]12980829-12980928,0,0,0,0,0,0,0,0,0
ENSMUSG00000086821,Gm13377,2[-]21044808-21141954,0,0,0,0,0,0,0,0,0
ENSMUSG00000091376,Aadacl2,3[+]60006743-60025420,0,0,0,0,0,0,0,0,0
ENSMUSG00000051879,Krt71,15[-]101733950-101743109,2,0,0,0,0,0,0,0,0
ENSMUSG00000082175,Gm14563,X[-]22205170-22205523,0,0,0,0,0,0,0,0,0
ENSMUSG00000082176,Gm13163,4[-]147194876-147195211,5,3,1,1,5,0,2,0,1
ENSMUSG00000082177,Gm16005,17[+]27522573-27522841,0,1,1,0,1,1,1,0,0
ENSMUSG00000082170,Gm8617,X[-]74789937-74792158,0,0,0,0,0,1,0,0,0
ENSMUSG00000082171,Rpl27-ps2,11[+]101939501-101939899,5,15,5,2,9,4,6,7,2
ENSMUSG00000082172,Gm14835,X[-]107405894-107406208,0,0,0,0,0,0,0,0,0
ENSMUSG00000082173,Mup-ps10,4[+]61243577-61246293,0,0,0,0,0,0,0,0,0
ENSMUSG00000082178,Gm11307,13[+]22675660-22676969,0,0,0,0,0,0,0,0,0
ENSMUSG00000082179,Gm11407,4[+]80002331-80003388,0,0,1,32,1,0,4,18,17
ENSMUSG00000051877,Vmn2r72,7[-]85737784-85754981,0,0,0,0,0,0,0,0,0
ENSMUSG00000064968,Snord47,1[+]161038082-161038158,0,0,0,1,0,0,1,1,1
ENSMUSG00000064967,Gm24405,1[+]178636905-178637071,0,0,0,0,0,0,0,0,0
ENSMUSG00000064966,Snord15b,7[-]99479563-99479707,22,18,1,6,2,1,11,1,21
ENSMUSG00000064964,Gm25147,2[+]18158687-18158791,0,0,0,2,0,0,0,1,1
ENSMUSG00000064961,Gm22704,2[+]168335700-168335836,0,0,0,0,0,0,0,0,0
ENSMUSG00000064960,Gm24406,3[-]144586825-144586952,1,0,0,0,0,0,0,0,0
ENSMUSG00000041791,Capza3,6[+]140041252-140042778,0,0,0,0,0,0,0,2,0
ENSMUSG00000041794,Myrip,9[+]120301513-120474841,172,677,124,118,150,212,145,44,118
ENSMUSG00000041797,Abca9,11[-]110100749-110168196,290,404,174,358,198,198,829,169,645
ENSMUSG00000090300,Gm17119,3[+]14564402-14564681,0,0,0,1,0,0,2,0,2
ENSMUSG00000041798,Gck,11[-]5900820-5950081,275,526,388,233,68,62,30,145,31
ENSMUSG00000090302,Gm7714,5[+]88268919-88282835,0,0,0,0,0,0,0,0,0
ENSMUSG00000090303,Vmn2r-ps3,3[-]64053031-64055610,0,0,0,0,0,0,0,2,0
ENSMUSG00000090304,Vmn2r99,17[+]19362135-19394590,0,0,0,0,0,0,0,0,0
ENSMUSG00000050473,Slc35d3,10[-]19847916-19851459,25,59,41,4,82,4,13,6,45
ENSMUSG00000090306,Adh6-ps1,3[+]138374121-138395002,20,24,0,34,4,0,24,56,15
ENSMUSG00000090307,1700071M16Rik,17[-]43588340-43592442,7,0,0,0,0,0,0,0,6
ENSMUSG00000040229,Gpr34,X[+]13632089-13640858,6,0,0,105,0,0,45,59,314
ENSMUSG00000040220,Gas8,8[+]123518834-123536650,393,926,444,161,529,658,439,206,260
ENSMUSG00000040225,Prrc2c,1[-]162670725-162740556,3202,3019,988,1201,1147,276,1828,360,2945
ENSMUSG00000112088,CT025606.1,12[+]46281906-46282229,0,0,0,0,0,0,0,0,0
ENSMUSG00000113829,CT485612.9,12[-]88317528-88318674,0,0,0,0,0,0,0,0,0
ENSMUSG00000113828,AC153646.2,13[-]7753170-7753278,0,0,0,0,0,0,0,0,0
ENSMUSG00000113827,CT030011.1,12[+]25871153-25871561,0,0,0,0,0,0,0,0,0
ENSMUSG00000113826,CT485612.8,12[-]88342539-88342689,0,0,0,0,0,0,0,0,0
ENSMUSG00000113825,AC160114.4,13[-]63675756-63734298,0,0,0,0,0,0,0,0,0
ENSMUSG00000113824,AC156037.2,12[-]23435217-23435328,0,0,0,0,0,0,0,0,0
ENSMUSG00000113823,AC125070.3,13[+]49764328-49765303,0,0,0,0,0,0,0,0,0
ENSMUSG00000113822,AC124687.5,13[-]34718056-34720751,0,0,0,0,0,0,0,0,0
ENSMUSG00000113821,AC159203.3,13[-]75479195-75479387,0,0,0,0,0,0,0,0,0
ENSMUSG00000113820,AC164424.4,12[+]20545201-20550721,0,0,0,0,0,0,0,0,0
ENSMUSG00000102684,Gm37374,9[-]87738192-87740020,6,2,4,2,4,6,2,5,2
ENSMUSG00000102438,Gm17953,3[-]78864897-78865563,0,0,0,0,0,0,0,0,0
ENSMUSG00000088232,Gm25429,X[+]155139896-155140027,0,0,0,0,0,0,0,0,0
ENSMUSG00000074679,Defb28,2[+]152518255-152521447,0,0,0,0,0,0,0,0,0
ENSMUSG00000102436,Gm38047,3[-]41648118-41649250,0,0,0,0,0,0,0,0,0
ENSMUSG00000102437,Gm38048,3[+]64949223-65223701,0,4,0,0,0,2,0,0,0
ENSMUSG00000096759,Snord116l2,7[-]59876933-59877026,0,0,0,0,0,0,0,0,0
ENSMUSG00000048501,Olfr938,9[-]39077698-39078887,0,0,0,0,0,0,0,0,0
ENSMUSG00000059112,Olfr1263,2[+]90012131-90018424,0,0,0,0,0,0,0,0,0
ENSMUSG00000059113,Gm10061,16[+]89151086-89151550,0,0,0,0,0,0,0,0,0
ENSMUSG00000082739,Olfr602-ps1,7[-]103367520-103372443,0,0,0,0,0,0,0,0,0
ENSMUSG00000056423,Uts2b,16[-]27353322-27370239,0,0,0,0,0,0,0,0,0
ENSMUSG00000059114,Lrrc74a,12[+]86734369-86763797,0,0,0,0,0,0,0,0,0
ENSMUSG00000102432,Gm29856,1[+]177458966-177461204,0,0,0,0,0,0,0,2,0
ENSMUSG00000075066,Olfr32,2[-]90136273-90142296,0,0,0,0,0,0,0,0,0
ENSMUSG00000059119,Nap1l4,7[-]143513579-143549106,5483,10215,5368,4435,4539,5014,4649,1662,3925
ENSMUSG00000056131,Pgm3,9[-]86554377-86571842,277,247,85,173,93,53,343,115,310
ENSMUSG00000056130,Ticam2,18[-]46559155-46574533,135,196,58,51,92,39,199,70,153
ENSMUSG00000056133,Gm9992,17[-]7363712-7385305,37,123,47,14,80,30,97,1,19
ENSMUSG00000046562,Unc119b,5[-]115122550-115134975,2098,3969,2403,777,2761,1311,1400,760,1350
ENSMUSG00000102430,Gm38051,1[+]172781445-172781877,0,0,0,0,0,0,0,0,1
ENSMUSG00000047799,Oog4,4[-]143437164-143450324,0,0,0,0,0,0,0,0,0
ENSMUSG00000047798,Cd300lf,11[-]115116214-115133992,323,416,151,19,473,4,30,59,119
ENSMUSG00000108838,Gm45189,7[+]59109139-59109501,0,0,0,0,0,0,0,0,0
ENSMUSG00000108839,Gm44547,7[-]131785134-131786579,0,0,0,0,0,0,0,0,0
ENSMUSG00000047793,Sned1,1[+]93235841-93301065,1497,1902,711,789,1332,681,1348,420,1783
ENSMUSG00000108835,Gm44566,7[+]18740548-18740851,0,0,0,0,0,0,0,0,0
ENSMUSG00000108836,Gm44813,7[+]70571322-70574414,0,0,0,0,0,0,0,0,0
ENSMUSG00000108837,Gm44865,7[+]108566845-108567375,0,0,0,0,0,0,0,0,0
ENSMUSG00000108830,Gm44661,7[-]120736459-120739961,1,6,4,36,1,3,0,0,4
ENSMUSG00000108831,Gm7957,7[+]83411977-83414578,0,0,0,0,0,0,0,0,0
ENSMUSG00000108832,Gm44832,7[-]44593577-44595879,0,2,18,2,0,0,0,2,0
ENSMUSG00000108833,Gm17909,7[+]67082843-67083749,1,1,0,0,1,1,0,0,0
ENSMUSG00000057842,Zfp595,13[-]67312998-67332560,42,22,6,100,6,0,55,73,438
ENSMUSG00000057841,Rpl32,6[-]115805505-115808747,33724,58580,10228,9089,28454,6909,14885,25851,21415
ENSMUSG00000015314,Slamf6,1[+]171917515-171953170,684,115,26,31,66,0,113,893,1616
ENSMUSG00000015316,Slamf1,1[+]171767127-171801184,345,234,82,8,201,0,38,150,494
ENSMUSG00000067430,Zfp763,17[-]33016863-33033402,18,8,0,165,0,0,107,114,306
ENSMUSG00000015312,Gadd45b,10[+]80930073-80932204,842,1351,1237,128,3017,622,162,888,1626
ENSMUSG00000085254,Gm15881,8[-]58699846-58700787,0,0,0,1,0,0,0,0,0
ENSMUSG00000085255,Taco1os,11[-]106065077-106066305,2,20,17,15,9,4,0,18,6
ENSMUSG00000097934,6720483E21Rik,1[-]20888650-20890473,0,0,0,0,0,0,6,0,0
ENSMUSG00000097935,Gm3809,1[+]186960508-186961513,7,29,9,16,3,3,5,1,4
ENSMUSG00000085250,Gm15234,3[+]94658961-94660115,0,2,0,0,0,0,0,0,0
ENSMUSG00000094378,Gm15097,X[+]149784473-149826694,0,0,0,0,0,0,0,0,0
ENSMUSG00000097930,C330002G04Rik,19[-]23037390-23075853,0,2,0,0,0,0,0,0,0
ENSMUSG00000085253,Gm16833,9[+]9236288-9260883,0,0,0,1,0,0,0,0,0
ENSMUSG00000094374,Gm5435,12[-]82495388-82496537,1,1,0,4,1,0,1,3,3
ENSMUSG00000094377,Gm24407,5[+]115490254-115490394,2,3,0,10,0,0,10,9,50
ENSMUSG00000094371,Gm7905,X[+]135470455-135473530,0,0,0,0,0,0,0,0,0
ENSMUSG00000094370,Gm3373,14[-]5718336-5741577,5,1,0,13,0,0,7,13,40
ENSMUSG00000097938,Gm26933,15[-]54034506-54035982,0,0,0,0,0,0,0,0,0
ENSMUSG00000094372,Gm21839,5[-]135643955-135644336,0,0,0,2,0,0,0,0,0
ENSMUSG00000098652,Gm27671,16[-]14128566-14128631,1,1,0,1,0,0,1,0,1
ENSMUSG00000098653,Gm27672,10[+]58965543-58965746,0,0,0,0,0,0,0,0,0
ENSMUSG00000098650,Gm28048,11[-]22834744-22982090,244,235,64,167,124,41,117,613,260
ENSMUSG00000098651,Mir6999,2[-]91944870-91944930,4,5,3,2,4,1,3,0,4
ENSMUSG00000098656,Mir7028,5[+]114719515-114719578,3,5,4,1,6,3,2,1,4
ENSMUSG00000098657,Gm27675,7[+]6730598-6730691,0,0,0,0,0,0,0,0,0
ENSMUSG00000098654,Gm27676,2[+]45112488-45112548,0,0,0,0,0,0,0,0,2
ENSMUSG00000098655,Mir7011,3[-]88440879-88440951,1,1,1,1,1,1,1,1,1
ENSMUSG00000104229,Gm18433,3[+]93708072-93708267,0,0,0,0,0,0,0,0,0
ENSMUSG00000098658,Mir6338,11[+]72388756-72388864,0,0,0,0,0,0,0,0,0
ENSMUSG00000098659,1110015O18Rik,3[+]4797558-4814911,0,0,0,0,0,0,0,0,0
ENSMUSG00000104228,Gm35955,Y[+]23943343-23944038,0,0,0,0,0,0,0,0,0
ENSMUSG00000091438,Gm17088,6[-]134168879-134172007,0,0,2,2,0,0,0,0,0
ENSMUSG00000047248,C2cd3,7[+]100372233-100470152,1376,1895,743,294,1028,530,739,464,712
ENSMUSG00000047246,Hist1h2be,13[-]23583742-23621124,298,409,351,444,166,610,300,183,255
ENSMUSG00000096601,Gm8720,7[-]23066533-23067456,0,0,0,0,0,0,0,0,0
ENSMUSG00000047242,Taf9b,X[-]106206883-106221158,236,104,6,568,29,8,452,343,905
ENSMUSG00000110035,Gm45254,8[+]46363251-46367204,0,0,0,0,0,0,0,0,0
ENSMUSG00000030549,Rhcg,7[-]79593363-79617657,0,0,0,0,0,0,0,0,0
ENSMUSG00000101338,Gm28139,10[+]66640918-66641862,0,0,0,0,0,0,0,0,0
ENSMUSG00000096890,Gm20797,8[-]20841352-20842350,0,0,0,0,0,0,0,0,0
ENSMUSG00000101339,Gm29180,Y[+]72122523-72122837,0,0,0,0,0,0,0,0,0
ENSMUSG00000057262,Gm10020,15[-]52477614-52478228,1114,2174,1078,469,1762,800,656,1030,1042
ENSMUSG00000110034,Gm45379,7[+]10716314-10716862,0,0,0,0,0,0,0,0,0
ENSMUSG00000110037,Gm45685,7[+]138554230-138567709,0,0,0,0,0,0,0,0,0
ENSMUSG00000110036,Gm6303,8[-]43729479-43729949,0,0,0,0,0,0,0,0,0
ENSMUSG00000110031,Gm18205,7[+]12760708-12761548,0,0,0,0,0,0,0,0,0
ENSMUSG00000110030,Gm45546,8[+]70610425-70612818,16,19,1,2,21,2,6,10,16
ENSMUSG00000110033,AC161520.1,7[-]102998958-103005197,0,0,0,0,0,0,0,0,0
ENSMUSG00000057265,Bbof1,12[+]84409071-84442887,74,98,46,225,17,26,106,93,205
ENSMUSG00000088506,Gm24409,2[-]122385489-122385640,0,0,0,0,0,0,0,0,0
ENSMUSG00000110039,Gm45541,7[-]86402766-86402819,0,0,0,0,0,0,0,0,0
ENSMUSG00000110038,Gm45570,8[-]25594454-25595106,0,0,0,1,0,0,0,5,4
ENSMUSG00000112886,AC160393.2,12[+]56666971-56667858,0,0,0,0,0,0,0,0,0
ENSMUSG00000112887,AC155258.2,12[-]32931480-32931732,2,0,2,0,2,0,0,0,2
ENSMUSG00000112884,AC079681.2,10[-]70412460-70415581,0,0,0,0,0,0,0,0,0
ENSMUSG00000112885,AC164567.7,10[+]88673019-88673390,0,0,0,0,0,0,0,0,0
ENSMUSG00000112882,AC104906.1,10[-]54670792-54671704,0,0,0,0,0,0,0,0,0
ENSMUSG00000112883,AC133207.5,10[+]70847017-70853726,0,0,0,0,0,0,0,0,0
ENSMUSG00000112880,AC127337.2,12[-]80942673-80945396,37,40,2,38,0,8,39,16,30
ENSMUSG00000112881,AC139376.1,10[+]116566782-116568031,0,0,0,2,0,0,0,1,8
ENSMUSG00000096891,Mup-ps8,4[+]60756812-60759526,0,0,0,0,0,0,0,0,0
ENSMUSG00000112888,AC166256.1,10[+]22751897-22753337,0,0,0,0,0,0,0,0,0
ENSMUSG00000112889,AC158636.2,10[-]82851255-82852647,4,9,4,0,2,2,8,0,4
ENSMUSG00000065367,Gm24410,8[-]27421324-27421430,0,0,0,0,0,0,0,0,0
ENSMUSG00000065362,Gm24411,2[-]158356424-158356554,1,1,0,1,1,0,1,1,1
ENSMUSG00000065360,Gm24412,7[+]97521808-97521916,0,0,0,0,0,0,0,0,0
ENSMUSG00000065361,1600017P15Rik,3[-]30595346-30595757,0,2,3,3,0,3,0,10,0
ENSMUSG00000051455,Meioc,11[+]102663716-102682237,2,0,0,6,0,0,0,7,4
ENSMUSG00000065368,Gm24414,7[-]11967150-11967256,1,0,0,0,0,0,0,0,0
ENSMUSG00000089655,Gm16004,9[+]99708399-99756043,0,0,0,0,0,0,0,0,0
ENSMUSG00000095422,Gm24415,15[-]90054409-90054515,0,0,0,0,0,0,0,0,0
ENSMUSG00000095423,Gm7375,X[+]27334822-27356109,0,0,0,0,0,0,0,0,0
ENSMUSG00000095420,Astx1a,X[+]124407642-124410527,0,0,0,0,0,0,0,0,0
ENSMUSG00000092433,Vmn2r-ps40,7[-]7842899-7858604,0,0,0,0,0,0,0,0,0
ENSMUSG00000095426,Trav6d-5,14[+]52795165-52795633,5,0,0,0,2,0,0,1,5
ENSMUSG00000095427,Rps2-ps6,14[-]76236688-76237353,1413,3172,1648,274,2537,1077,641,283,368
ENSMUSG00000095424,Gm24416,X[-]135445519-135445632,0,0,0,0,0,0,0,0,0
ENSMUSG00000095425,Gm24417,7[-]59362628-59362706,0,0,0,0,0,0,0,0,0
ENSMUSG00000092438,Gm18734,17[-]35304206-35306317,2,0,0,0,0,0,0,0,0
ENSMUSG00000092439,Vmn2r-ps37,7[-]7642172-7645360,0,0,0,0,0,0,0,0,0
ENSMUSG00000095428,Gm24418,7[-]59438019-59438097,0,0,0,0,0,0,0,0,0
ENSMUSG00000095429,Ighv5-12,12[-]113702124-113702578,29,3,0,0,2,0,6,2,16
ENSMUSG00000106692,Gm43299,5[+]150822859-150866601,0,0,0,0,0,0,6,0,0
ENSMUSG00000106690,Gm6348,5[+]95602578-95605308,0,0,0,0,0,0,0,0,0
ENSMUSG00000063406,Tmed5,5[-]108106366-108132620,823,1917,1773,9775,446,424,642,2535,5008
ENSMUSG00000106696,Gm42729,5[+]65623934-65626863,2,1,0,2,0,2,0,2,8
ENSMUSG00000106694,Gm42894,5[-]130864448-130867837,0,0,0,0,0,0,0,0,0
ENSMUSG00000106698,Gm43599,5[+]92290052-92302760,0,0,0,0,0,0,0,0,4
ENSMUSG00000106699,Gm43224,5[+]93421672-93423396,0,0,0,0,0,0,0,0,0
ENSMUSG00000063409,Lrrc43,5[+]123489305-123508205,0,2,0,0,4,0,0,0,0
ENSMUSG00000073997,Olfr521,7[+]99763507-99769321,0,0,0,0,0,0,0,0,0
ENSMUSG00000109877,Gm45609,2[+]155074181-155099510,0,0,0,2,0,0,0,0,0
ENSMUSG00000109876,Gm45449,8[-]83082258-83086957,7,4,0,4,0,0,7,12,6
ENSMUSG00000109875,Gm45456,7[+]140315813-140316055,0,0,0,2,0,0,2,1,1
ENSMUSG00000109874,Gm9911,8[-]29084685-29087486,0,0,0,0,0,0,0,0,0
ENSMUSG00000109873,Gm45407,8[-]77368841-77372516,10,0,0,0,0,2,0,0,2
ENSMUSG00000109872,Gm45312,7[-]101956975-101957285,0,0,0,0,0,0,0,0,0
ENSMUSG00000109871,Gm45276,8[+]15044563-15045648,0,0,0,0,0,0,0,0,0
ENSMUSG00000109870,Gm45637,8[-]90709458-90740775,0,0,0,0,0,0,0,0,0
ENSMUSG00000052724,Gm9888,9[+]114780100-114782257,120,201,153,12,230,59,46,34,57
ENSMUSG00000052726,Kcnt2,1[+]140246158-140612067,9,8,2,13,0,4,10,8,21
ENSMUSG00000052727,Map1b,13[-]99421464-99516602,201,261,128,398,146,235,389,301,457
ENSMUSG00000109879,Gm10997,8[-]64807639-64809138,0,0,0,0,0,0,0,0,0
ENSMUSG00000109878,Olfr567-ps1,7[-]102863922-102864778,0,0,0,0,0,0,0,0,0
ENSMUSG00000100935,Gm29592,1[+]104609524-104610883,0,0,0,0,0,0,0,0,0
ENSMUSG00000066475,Gm10268,18[+]38244828-38245382,39,11,3,22,2,1,18,36,48
ENSMUSG00000100936,Gm28865,5[-]75849238-75852958,0,0,0,0,0,0,0,0,0
ENSMUSG00000100931,Gm28085,9[-]96027101-96040673,0,4,0,0,0,0,0,0,3
ENSMUSG00000100930,Gm28866,Y[-]88266844-88270188,0,0,0,0,0,0,0,0,0
ENSMUSG00000100933,Gm28143,Y[+]8590448-8590556,0,0,0,0,0,0,0,0,0
ENSMUSG00000100932,Gm29459,13[-]37449400-37451157,2,0,0,3,0,0,4,0,2
ENSMUSG00000092597,Gm20486,12[-]22274385-22274512,0,0,0,0,0,0,0,0,0
ENSMUSG00000100939,Gm28998,Y[+]7253787-7280017,0,0,0,0,0,0,0,0,0
ENSMUSG00000100938,Gm28726,Y[+]49018254-49021493,0,0,0,0,0,0,0,0,0
ENSMUSG00000106738,Gm5,5[-]150499747-150502304,0,4,0,3,10,24,13,0,4
ENSMUSG00000054766,Set,2[+]30057378-30072577,3902,2193,1643,5003,2158,820,2660,4310,8695
ENSMUSG00000054764,Mtnr1a,8[+]45069137-45088506,0,0,0,0,0,0,0,0,0
ENSMUSG00000054763,Defb42,14[+]63046991-63058149,15,14,0,4,0,0,10,5,19
ENSMUSG00000106524,Gm42706,3[+]143770539-143772448,0,0,0,0,0,0,2,0,0
ENSMUSG00000106525,Gm42695,3[-]34565265-34572202,0,0,0,0,0,0,0,0,0
ENSMUSG00000106526,Gm42604,5[-]96735547-96739364,0,0,0,0,0,0,0,2,0
ENSMUSG00000106527,Gm43671,3[+]22021197-22021629,0,0,0,0,0,0,0,0,0
ENSMUSG00000106520,Gm8706,5[-]3046516-3048006,0,0,0,0,0,0,0,0,0
ENSMUSG00000106521,Gm44343,7[-]127047163-127047252,0,0,0,0,0,0,0,0,0
