reaction_id,R_lipid,P_lipid,firstLev,secondLev
R-HSA-6809720,PI-(3)P,PI,Synthesis of PIPs at the early endosome membrane (Homo sapiens),PI Metabolism (Homo sapiens)
R-HSA-1482546,2-acyl LPG,PG,Acyl chain remodelling of PG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482546,acyl-CoA,CoA,Acyl chain remodelling of PG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482689,2-acyl LPG,PG,Acyl chain remodelling of PG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482689,acyl-CoA,CoA,Acyl chain remodelling of PG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1483063,DAG-CDP,CL,Synthesis of CL (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1483063,PG,CL,Synthesis of CL (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1675780,PI,PI-(4)P,Synthesis of PIPs at the plasma membrane (Homo sapiens),PI Metabolism (Homo sapiens)
R-HSA-1675974,PI,PI-(4)P,Synthesis of PIPs at the early endosome membrane (Homo sapiens),PI Metabolism (Homo sapiens)
R-HSA-1482548,1-acyl LPA,PA,Synthesis of PA (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482548,acyl-CoA,CoA,Synthesis of PA (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-428214,SPH(d18:0),SPH(d18:0)-(1)P,Sphingolipid de novo biosynthesis (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-428273,SPH(d18:1),SPH(d18:1)-(1)P,Sphingolipid de novo biosynthesis (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-8849345,2-acyl LPC,PC,COPI-independent Golgi-to-ER retrograde traffic (Homo sapiens),Golgi-to-ER retrograde transport (Homo sapiens)
R-HSA-8849345,FA(20:4)-CoA,PC,COPI-independent Golgi-to-ER retrograde traffic (Homo sapiens),Golgi-to-ER retrograde transport (Homo sapiens)
R-HSA-1482973,CDP-choline,PC,Synthesis of PC (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482973,DAG,PC,Synthesis of PC (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482647,2-MAG,TAG,Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482647,DAG,TAG,Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482654,2-MAG,DAG,Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482654,2-MAG,Glycerol,Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482777,TAG,DAG,Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482777,TAG,FA(13_22:xx),Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482811,DAG,2-MAG,Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482811,DAG,FA(13_22:xx),Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1676149,"PI-(3,4)P2",PI-(4)P,Synthesis of PIPs at the plasma membrane (Homo sapiens),PI Metabolism (Homo sapiens)
R-HSA-199456,"PI-(3,4,5)P3","PI-(4,5)P2",Downstream TCR signaling (Homo sapiens),TCR signaling (Homo sapiens)
R-HSA-6786650,PA,1-acyl LPA,Synthesis of PA (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-6786650,PA,FA(13_22:xx),Synthesis of PA (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1483089,PE,ethanolamine(ETA),Synthesis of PS (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1483089,PE,PS,Synthesis of PS (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-8848338,TAG,DAG,Triglyceride catabolism (Homo sapiens),Triglyceride metabolism (Homo sapiens)
R-HSA-8848338,TAG,FA(13_22:xx),Triglyceride catabolism (Homo sapiens),Triglyceride metabolism (Homo sapiens)
R-HSA-389889,FA(19:0)-CoA,FA(19:1)-CoA,Beta-oxidation of pristanoyl-CoA (Homo sapiens),Peroxisomal lipid metabolism (Homo sapiens)
R-HSA-389891,FA(19:0)-CoA,FA(19:1)-CoA,Beta-oxidation of pristanoyl-CoA (Homo sapiens),Peroxisomal lipid metabolism (Homo sapiens)
R-HSA-1675810,PI,PI-(5)P,Synthesis of PIPs at the plasma membrane (Homo sapiens),PI Metabolism (Homo sapiens)
R-HSA-1676134,PI-(3)P,"PI-(3,5)P2",Synthesis of PIPs at the plasma membrane (Homo sapiens),PI Metabolism (Homo sapiens)
R-HSA-3772436,PI-(4)P,"PI-(4,5)P2",WNT mediated activation of DVL (Homo sapiens),TCF dependent signaling in response to WNT (Homo sapiens)
R-HSA-2029475,PC,LPC,Role of phospholipids in phagocytosis (Homo sapiens),Fcgamma receptor (FCGR) dependent phagocytosis (Homo sapiens)
R-HSA-2029475,PC,FA(20:4),Role of phospholipids in phagocytosis (Homo sapiens),Fcgamma receptor (FCGR) dependent phagocytosis (Homo sapiens)
R-HSA-1482889,DAG,TAG,Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482889,acyl-CoA,CoA,Acyl chain remodeling of DAG and TAG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-549192,DAG,TAG,Triglyceride biosynthesis (Homo sapiens),Triglyceride metabolism (Homo sapiens)
R-HSA-549192,FA-CoA,TAG,Triglyceride biosynthesis (Homo sapiens),Triglyceride metabolism (Homo sapiens)
R-HSA-8979996,TAG,DAG,Digestion of dietary lipid (Homo sapiens),Digestion (Homo sapiens)
R-HSA-8979996,TAG,FA(13_22:xx),Digestion of dietary lipid (Homo sapiens),Digestion (Homo sapiens)
R-HSA-428259,Cer(d18:0/xx:xx),Cer,Sphingolipid de novo biosynthesis (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-1482827,PC,2-acyl LPC,Acyl chain remodelling of PC (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482827,PC,FA(13_22:xx),Acyl chain remodelling of PC (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482892,PE,2-acyl LPE,Acyl chain remodelling of PE (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1482892,PE,FA(13_22:xx),Acyl chain remodelling of PE (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-428690,SPH(d18:1)-(1)P,SPH(d18:1),Sphingolipid de novo biosynthesis (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-428690,SPH(d18:1)-(1)P,orthophosphate,Sphingolipid de novo biosynthesis (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-428696,SPH(d18:1)-(1)P,SPH(d18:1),Sphingolipid de novo biosynthesis (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-428696,SPH(d18:1)-(1)P,orthophosphate,Sphingolipid de novo biosynthesis (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-75900,DAG,TAG,Triglyceride biosynthesis (Homo sapiens),Triglyceride metabolism (Homo sapiens)
R-HSA-75900,FA-CoA,TAG,Triglyceride biosynthesis (Homo sapiens),Triglyceride metabolism (Homo sapiens)
R-HSA-1483165,PA,CDP-DAG,Synthesis of PG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1483165,CTP,CDP-DAG,Synthesis of PG (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1675994,PI-(3)P,PI,Synthesis of PIPs at the plasma membrane (Homo sapiens),PI Metabolism (Homo sapiens)
R-HSA-1676203,"PI-(3,5)P2",PI-(5)P,Synthesis of PIPs at the plasma membrane (Homo sapiens),PI Metabolism (Homo sapiens)
R-HSA-191983,ChE,ChE-(25)OH,Synthesis of bile acids and bile salts (Homo sapiens),Bile acid and bile salt metabolism (Homo sapiens)
R-HSA-6810410,"PI-(4,5)P2",PI-(5)P,PI5P Regulates TP53 Acetylation (Homo sapiens),Regulation of TP53 Activity through Acetylation (Homo sapiens)
R-HSA-8980228,TAG,DAG,HDL remodeling (Homo sapiens),Plasma lipoprotein remodeling (Homo sapiens)
R-HSA-8980228,TAG,FA(13_22:xx),HDL remodeling (Homo sapiens),Plasma lipoprotein remodeling (Homo sapiens)
R-HSA-1483186,PC,PS,Synthesis of PS (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1483186,PC,choline,Synthesis of PS (Homo sapiens),Glycerophospholipid biosynthesis (Homo sapiens)
R-HSA-1606273,SM(d18:1/xx:xx),Cer,Glycosphingolipid metabolism (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-1606273,SM(d18:1/xx:xx),Choline phosphate,Glycosphingolipid metabolism (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-1606288,SM(d18:1/xx:xx),Cer,Glycosphingolipid metabolism (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-1606288,SM(d18:1/xx:xx),Choline phosphate,Glycosphingolipid metabolism (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-193706,SM(d18:1/xx:xx),Cer,Ceramide signalling (Homo sapiens),p75 NTR receptor-mediated signalling (Homo sapiens)
R-HSA-193706,SM(d18:1/xx:xx),Choline phosphate,Ceramide signalling (Homo sapiens),p75 NTR receptor-mediated signalling (Homo sapiens)
R-HSA-1640164,SM(d18:1/xx:xx),Cer,Glycosphingolipid metabolism (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-1640164,SM(d18:1/xx:xx),Choline phosphate,Glycosphingolipid metabolism (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-429786,Cer,SM(d18:1/xx:xx),Sphingolipid de novo biosynthesis (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-429798,Cer,SM(d18:1/xx:xx),Sphingolipid de novo biosynthesis (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-1605797,SM(d18:1/xx:xx),Cer,Glycosphingolipid metabolism (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
R-HSA-1605797,SM(d18:1/xx:xx),Choline phosphate,Glycosphingolipid metabolism (Homo sapiens),Sphingolipid metabolism (Homo sapiens)
