"subclass","Cold-1","Cold-2","Cold-3","Cold-4","Cold-5","Cold-6","Cold-7","Cold-8","QC-1","QC-2","QC-3","QC-4","QC-5","RT-1","RT-2","RT-3","RT-4","RT-5","RT-6","RT-7","RT-8"
"TG(55:10)",1.8e+08,2.2e+08,1.3e+08,1.4e+08,2e+08,1.1e+08,1.4e+08,1.3e+08,1.8e+08,1.7e+08,1.8e+08,2e+08,1.7e+08,2e+08,1.5e+08,1.9e+08,1.7e+08,1.9e+08,2e+08,1.7e+08,2.5e+08
"TG(55:2)",4.2e+09,3.7e+09,8.1e+09,8.1e+09,8.1e+09,6.2e+09,8.1e+09,7e+09,7.9e+09,8.1e+09,7.6e+09,8.2e+09,8.1e+09,6.9e+09,5.1e+09,7.8e+09,7e+09,8e+09,3.8e+09,6.3e+09,8.8e+09
"TG(55:3)",1.003e+10,9.84e+09,1.124e+10,1.423e+10,1.02e+10,9.27e+09,1.224e+10,1.212e+10,1.125e+10,1.121e+10,9.72e+09,1.121e+10,1.121e+10,9.91e+09,1.117e+10,1.124e+10,1.124e+10,1.025e+10,1.314e+10,1.225e+10,1.122e+10
"TG(55:4)",1.1e+10,5.7e+09,1.1e+10,1.2e+10,1.1e+10,1.1e+10,1.1e+10,1e+10,1.2e+10,6.5e+09,1.1e+10,1.1e+10,1.1e+10,5.1e+09,7.2e+09,1.2e+10,1.1e+10,5.8e+09,6e+09,1e+10,6.2e+09
"TG(55:5)",4.23e+09,4.22e+09,4.79e+09,5.06e+09,4.45e+09,4.81e+09,5.13e+09,4.8e+09,4.98e+09,4.77e+09,4.85e+09,4.88e+09,4.99e+09,4.39e+09,5.71e+09,5.58e+09,4.78e+09,4.64e+09,5.05e+09,4.46e+09,4.99e+09
"TG(55:6)",7.48e+08,7.45e+08,7.68e+08,7.33e+08,1.066e+09,7.75e+08,7.78e+08,7.88e+08,8.6e+08,8.2e+08,8.9e+08,8.23e+08,7.82e+08,8.7e+08,7.9e+08,9.43e+08,8e+08,9.3e+08,1.48e+09,8.6e+08,8.5e+08
"TG(55:7)",7.2e+08,7.2e+08,7.3e+08,7.7e+08,7.5e+08,7.03e+08,7.9e+08,6.6e+08,7.1e+08,7.2e+08,7.7e+08,8.8e+08,9.1e+08,9.8e+08,8.1e+08,7.5e+08,9.9e+08,7e+08,9.8e+08,1.1e+09,9.8e+08
"TG(55:8)",4.07e+08,5.6e+08,4e+08,4.85e+08,4.2e+08,2.94e+08,4.3e+08,2.71e+08,4.4e+08,4.19e+08,5.1e+08,5.3e+08,4.8e+08,4e+08,2.83e+08,7.3e+08,3.71e+08,6.2e+08,6.6e+08,5.3e+08,8.8e+08
"TG(56:0)",2.9e+08,7e+08,2.9e+08,4.2e+08,1.8e+08,3.3e+08,3.8e+08,3.6e+08,3.5e+08,3.4e+08,2.1e+08,1.5e+08,3.6e+08,2e+08,1.8e+08,1.8e+08,1.8e+08,3.4e+08,1.1e+08,1.5e+08,1.3e+08
"TG(56:1)",3.55e+09,3.889e+09,3.437e+09,3.685e+09,3.882e+09,3.149e+09,3.913e+09,3.452e+09,3.373e+09,3.477e+09,3.455e+09,3.737e+09,3.483e+09,2.342e+09,3.326e+09,2.762e+09,3.15e+09,4.776e+09,2.638e+09,3.145e+09,3.734e+09
"TG(56:10)",4.7e+08,4.6e+08,5e+08,5.3e+08,4.4e+08,4.2e+08,5.4e+08,4.1e+08,5.5e+08,5.1e+08,5.1e+08,5.5e+08,5.7e+08,5e+08,5.1e+08,6.1e+08,4.8e+08,5.5e+08,5.9e+08,6e+08,5.2e+08
"TG(56:2)",8.76e+09,8.995e+09,8.169e+09,9.18e+09,7.46e+09,7.571e+09,1.817e+10,7.75e+09,9.194e+09,7.1e+09,1.515e+10,8.48e+09,1.616e+10,7.32e+09,1.5095e+10,7.91e+09,6.85e+09,1.814e+10,8.994e+09,7.44e+09,9.06e+09
"TG(56:3)",1.619e+10,2.32e+10,1.62e+10,1.721e+10,2.321e+10,2.318e+10,1.824e+10,1.517e+10,2.32e+10,1.619e+10,2.218e+10,2.42e+10,2.421e+10,2.112e+10,2.422e+10,2.121e+10,2.319e+10,1.717e+10,1.516e+10,1.418e+10,2.419e+10
"TG(56:4)",1.6085e+10,1.0066e+10,1.7069e+10,1.7064e+10,1.7074e+10,1.3063e+10,1.2086e+10,1.2054e+10,1.7069e+10,1.2059e+10,1.6055e+10,1.7064e+10,1.6069e+10,1.505e+10,1.207e+10,1.1066e+10,1.7057e+10,9.78e+09,1.6057e+10,1.505e+10,1.1059e+10
"TG(56:5)",1.29e+10,1.37e+10,1.35e+10,2.09e+10,1.4e+10,1.75e+10,1.4e+10,2.35e+10,1.5e+10,1.99e+10,1.99e+10,1.52e+10,1.38e+10,1.52e+10,1.63e+10,1.3e+10,2.24e+10,1.73e+10,1.33e+10,1.18e+10,1.37e+10
"TG(56:6)",2.1894e+10,2.749e+10,2.826e+10,3.119e+10,2.75e+10,3.627e+10,2.921e+10,3.135e+10,3.337e+10,2.586e+10,2.534e+10,3.391e+10,3.328e+10,3.049e+10,3.215e+10,2.826e+10,2.885e+10,2.827e+10,3.05e+10,3.041e+10,2.444e+10
"TG(56:7)",2.759e+10,2.939e+10,3.137e+10,3.131e+10,2.684e+10,3.642e+10,3.4e+10,3.454e+10,3.441e+10,2.462e+10,3.185e+10,2.604e+10,3.22e+10,3.157e+10,3.44e+10,3.04e+10,2.301e+10,2.465e+10,3.18e+10,3.267e+10,2.449e+10
"TG(56:8)",1.3061e+10,1.521e+10,1.544e+10,1.365e+10,1.603e+10,1.396e+10,1.532e+10,1.225e+10,1.5408e+10,1.445e+10,1.465e+10,1.688e+10,1.385e+10,1.5746e+10,1.369e+10,1.418e+10,1.4661e+10,1.273e+10,1.658e+10,1.603e+10,1.3026e+10
"TG(56:9)",5.105e+09,5.676e+09,6.94e+09,5.759e+09,7.53e+09,7.343e+09,6.59e+09,6.61e+09,7.38e+09,7.38e+09,7.14e+09,8.1e+09,7.95e+09,8.27e+09,8.16e+09,7.69e+09,9.18e+09,7.5e+09,8.03e+09,8.43e+09,8.94e+09
"TG(57:0)",4.9e+07,1e+08,4.9e+07,6.2e+07,2.5e+07,4.1e+07,6.5e+07,5e+07,5.3e+07,5e+07,3.5e+07,2.4e+07,5.8e+07,6e+07,2.5e+07,3.2e+07,2.6e+07,4.9e+07,1.7e+07,2.3e+07,2e+07
"TG(57:1)",6.7e+08,7.8e+08,5.8e+08,7.4e+08,5.5e+08,5.3e+08,6.6e+08,6.2e+08,6.5e+08,6.4e+08,5.9e+08,5.9e+08,6.1e+08,4.8e+08,5.7e+08,5.3e+08,4.9e+08,7.1e+08,5e+08,4.7e+08,6.5e+08
"TG(57:2)",1.9e+09,2.6e+09,2.5e+09,2.8e+09,2.6e+09,1.6e+09,2.7e+09,1.6e+09,1.8e+09,1.7e+09,1.6e+09,1.9e+09,1.9e+09,1e+09,1.6e+09,1.7e+09,1.6e+09,2.7e+09,2.3e+09,2.1e+09,1.9e+09
"TG(57:3)",2.9e+09,3.6e+09,2.7e+09,2.9e+09,3.5e+09,2.5e+09,2.8e+09,2.9e+09,3e+09,3.6e+09,2.9e+09,3.9e+09,2.9e+09,2.4e+09,3.1e+09,3.1e+09,2.5e+09,3.8e+09,2.7e+09,2.5e+09,4.1e+09
"TG(57:4)",1.1e+09,1.1e+09,1.2e+09,1.2e+09,1.3e+09,1.1e+09,1.3e+09,2.1e+09,1.2e+09,1.2e+09,1.1e+09,1.3e+09,1.3e+09,1.1e+09,1.4e+09,1.4e+09,1.2e+09,1.2e+09,1.4e+09,9.9e+08,1.4e+09
"TG(57:5)",7.1e+08,6.7e+08,5e+08,7.6e+08,7.2e+08,8.3e+08,4.1e+08,4.9e+08,7.3e+08,4.6e+08,7.7e+08,8.2e+08,4.6e+08,4.9e+08,8.6e+08,8.4e+08,7.7e+08,6.4e+08,7.2e+08,6.7e+08,7.8e+08
"TG(57:6)",1.15e+08,1.72e+08,1.82e+08,1.35e+08,1.54e+08,1.78e+08,1.17e+08,1.32e+08,1.77e+08,7.6e+07,1.25e+08,1.55e+08,1.34e+08,2.05e+08,1.62e+08,1.02e+08,1.59e+08,1.25e+08,1.37e+08,1.02e+08,1.44e+08
"TG(57:7)",3.7e+08,3.1e+08,2.24e+08,3.02e+08,3.16e+08,3.02e+08,2.13e+08,3.2e+08,1.87e+08,3.2e+08,2.02e+08,3.1e+08,2.7e+08,2.7e+08,3.5e+08,3.05e+08,2.8e+08,2.6e+08,3.2e+08,3.8e+08,2.7e+08
"TG(57:8)",4e+08,4.8e+08,5e+08,4.17e+08,4.7e+08,4.4e+08,4.5e+08,4e+08,4.3e+08,4.5e+08,4.5e+08,4.2e+08,5.2e+08,4.9e+08,4.2e+08,4.3e+08,3.7e+08,4.7e+08,4.35e+08,4.6e+08,5e+08
"TG(57:9)",1.7e+08,2.3e+08,3.1e+08,2.9e+08,2.5e+08,3e+08,3.1e+08,2.6e+08,3.3e+08,2.6e+08,2.5e+08,2.6e+08,3.3e+08,3.2e+08,3.3e+08,2.9e+08,3.4e+08,3.4e+08,3e+08,3.7e+08,3.2e+08
"TG(58:0)",8.7e+07,2.2e+08,8.2e+07,1.3e+08,4.7e+07,7.8e+07,1.3e+08,1e+08,9.6e+07,1e+08,5.7e+07,4.4e+07,1e+08,4.6e+07,5e+07,4.7e+07,4.2e+07,8.7e+07,3e+07,4.3e+07,3.9e+07
"TG(58:1)",1.7e+09,2.3e+09,1.4e+09,2.1e+09,1.7e+09,1.5e+09,2.1e+09,1.8e+09,1.7e+09,1.7e+09,1.7e+09,1.6e+09,1.7e+09,1.3e+09,1.4e+09,1.3e+09,1.3e+09,2.1e+09,1.3e+09,1.3e+09,1.7e+09
"TG(58:10)",3.5e+09,4.3e+09,4.8e+09,4.2e+09,4.7e+09,5.2e+09,4.9e+09,3.5e+09,3.4e+09,4.1e+09,4.1e+09,4.4e+09,4.4e+09,3.9e+09,4.4e+09,3.4e+09,4.3e+09,3.7e+09,4e+09,4e+09,4.2e+09
"TG(58:11)",2.1e+08,4.4e+08,3.4e+08,2.5e+08,3.5e+08,3.7e+08,3e+08,3.3e+08,3.4e+08,3.5e+08,5.3e+08,3.6e+08,3.4e+08,3.3e+08,3.7e+08,5.5e+08,3.9e+08,5.2e+08,3.4e+08,3.5e+08,6.8e+08
"TG(58:13)",1.4e+08,1.5e+08,8.8e+07,4.6e+07,1.1e+08,1e+08,4.2e+07,9.2e+07,1.2e+08,2.5e+08,1.3e+08,1.3e+08,1.8e+08,1.5e+08,1.3e+08,6.4e+07,1.3e+08,1e+08,8.7e+07,6.9e+07,1.2e+08
"TG(58:2)",4.829e+09,6.044e+09,6.233e+09,5.34e+09,7.036e+09,4.825e+09,7.844e+09,6.832e+09,5.135e+09,5.034e+09,6.531e+09,7.132e+09,7.135e+09,5.115e+09,4.122e+09,4.032e+09,4.431e+09,8.734e+09,5.018e+09,6.13e+09,6.93e+09
"TG(58:3)",6.147e+09,7.673e+09,9.043e+09,7.898e+09,6.661e+09,9.838e+09,9.01e+09,9.939e+09,7.863e+09,7.463e+09,9.77e+09,6.559e+09,1.0168e+10,5.998e+09,7.151e+09,6.45e+09,6.261e+09,9.162e+09,7.223e+09,6.62e+09,1.0158e+10
"TG(58:4)",5.5e+09,3.4e+09,3.3e+09,3.8e+09,3.5e+09,3.4e+09,4.5e+09,3.1e+09,3.4e+09,3.7e+09,5.7e+09,3.9e+09,4e+09,5.2e+09,6.2e+09,3.5e+09,3.5e+09,4e+09,4.6e+09,4.9e+09,6.1e+09
"TG(58:5)",1.1e+09,1e+09,1.9e+09,1.2e+09,1.1e+09,4.2e+09,3.4e+09,1.3e+09,3.3e+09,3.2e+09,3.1e+09,1.1e+09,3.2e+09,3.2e+09,3.7e+09,2.9e+09,2.9e+09,1.1e+09,1e+09,2.7e+09,9.4e+08
"TG(58:6)",1.934e+09,2.184e+09,2.285e+09,2.448e+09,2.507e+09,3.254e+09,3.079e+09,4.076e+09,3.114e+09,2.2e+09,2.099e+09,2.976e+09,2.062e+09,2.218e+09,2.636e+09,1.793e+09,2.598e+09,1.874e+09,2.691e+09,1.926e+09,2.468e+09
"TG(58:7)",4.125e+09,3.471e+09,5.052e+09,5.71e+09,4.775e+09,6.493e+09,5.389e+09,6.769e+09,4.882e+09,4.866e+09,4.752e+09,4.771e+09,5.069e+09,4.848e+09,4.976e+09,3.767e+09,5.077e+09,3.946e+09,3.862e+09,3.358e+09,4.048e+09
"TG(58:8)",6.9e+09,4.7e+09,5.4e+09,8.3e+09,5.4e+09,7.1e+09,7.7e+09,5.3e+09,5.8e+09,5.5e+09,3.7e+09,5.4e+09,4.3e+09,5.6e+09,4.7e+09,4.2e+09,2.5e+09,5.6e+09,6.7e+09,6.3e+09,5.3e+09
"TG(58:9)",5.07e+09,5.76e+09,5.8e+09,5.74e+09,6.6e+09,6.03e+09,5.77e+09,6.46e+09,5.53e+09,5.29e+09,5.83e+09,5.48e+09,5.97e+09,5.03e+09,5.71e+09,4.65e+09,5.21e+09,4.83e+09,5.25e+09,5.16e+09,5.58e+09
"TG(59:1)",2.4e+08,2.9e+08,2.3e+08,3e+08,2.1e+08,1.8e+08,3e+08,2.4e+08,2.3e+08,2.2e+08,2.1e+08,2.2e+08,2.3e+08,1.7e+08,1.9e+08,1.9e+08,1.8e+08,2.5e+08,1.7e+08,1.6e+08,2.1e+08
"TG(59:2)",1e+09,1.2e+09,9.4e+08,1.2e+09,1.1e+09,8.6e+08,1.2e+09,1e+09,1.1e+09,1.1e+09,1e+09,1.1e+09,1e+09,7.9e+08,9.5e+08,9e+08,8.3e+08,1.2e+09,8.8e+08,7.8e+08,1e+09
"TG(59:3)",1.5e+09,1.4e+09,1.3e+09,1.7e+09,1.4e+09,1.7e+09,1.6e+09,1.3e+09,1.4e+09,1.4e+09,1.8e+09,1.9e+09,1.4e+09,1.4e+09,1.4e+09,1.3e+09,1.2e+09,1.5e+09,1.3e+09,1.2e+09,1.4e+09
"TG(59:4)",6.3e+08,7e+08,7.1e+08,7.6e+08,7e+08,6.2e+08,1.4e+09,6.8e+08,8.5e+08,6.9e+08,1.3e+09,7.5e+08,7e+08,5.8e+08,1.4e+09,7.8e+08,6.5e+08,1.4e+09,1.3e+09,6.1e+08,7.4e+08
"TG(59:5)",3.6e+08,3.5e+08,3.7e+08,4e+08,3.6e+08,3.7e+08,4e+08,3.9e+08,4e+08,3.5e+08,3.6e+08,3.9e+08,3.6e+08,3.2e+08,4.1e+08,3.9e+08,3.5e+08,3.7e+08,4.1e+08,3.3e+08,4e+08
"TG(59:6)",4.5e+07,2.4e+07,2.7e+07,3.9e+07,2.8e+07,5e+07,5e+07,5.3e+07,3.8e+07,2.4e+07,3.2e+07,3.1e+07,3.7e+07,3.3e+07,3.4e+07,3.1e+07,3.5e+07,3.3e+07,3.2e+07,3.3e+07,3.8e+07
"TG(59:8)",4.8e+07,4.8e+07,5e+07,4.2e+07,4.4e+07,6e+07,3.7e+07,5.6e+07,5.5e+07,5.4e+07,5.3e+07,6.1e+07,3.9e+07,4.5e+07,4.2e+07,3e+07,4.3e+07,5.7e+07,7.1e+07,4.6e+07,4.9e+07
"TG(60:0)",2e+07,4.8e+07,1.9e+07,2.8e+07,2.6e+07,1.7e+07,3e+07,2.2e+07,2.2e+07,1.9e+07,1.3e+07,2.9e+07,2e+07,1.5e+07,1e+07,9488008,8022879,1.6e+07,6436035,7511165,6335445
"TG(60:1)",4.3e+08,5.6e+08,3.5e+08,5.3e+08,4e+08,3.4e+08,5.7e+08,4.8e+08,4.1e+08,4.2e+08,3.9e+08,3.8e+08,4.2e+08,3e+08,3.5e+08,3e+08,2.9e+08,4.6e+08,2.7e+08,2.9e+08,4.1e+08
"TG(60:10)",2.7e+08,2.8e+08,3.8e+08,3.2e+08,2.6e+08,2.6e+08,2.9e+08,2.5e+08,2.5e+08,2.4e+08,2.5e+08,2.5e+08,2.3e+08,1.9e+08,2.2e+08,2.1e+08,1.9e+08,1.9e+08,2.4e+08,2.2e+08,1.9e+08
"TG(60:12)",2.5e+08,3.2e+08,3.7e+08,2.6e+08,4e+08,3.5e+08,3.5e+08,3.4e+08,3.4e+08,3.7e+08,3.4e+08,3.2e+08,3.4e+08,2.9e+08,2.7e+08,2.17e+08,2.8e+08,3e+08,2.7e+08,2.7e+08,3.1e+08
"TG(60:13)",2.6e+07,3.4e+07,4.2e+07,2.8e+07,5e+07,4e+07,3.4e+07,4e+07,4.3e+07,3.7e+07,3.9e+07,4.2e+07,4.2e+07,3.9e+07,4.2e+07,2.7e+07,4.9e+07,3.1e+07,4.1e+07,3e+07,4.2e+07
"TG(60:2)",2.4e+09,3.1e+09,2.1e+09,3.1e+09,2.4e+09,2.3e+09,3.2e+09,2.7e+09,2.6e+09,2.5e+09,2.5e+09,2.5e+09,2.6e+09,1.9e+09,2.2e+09,1.9e+09,2e+09,3.1e+09,2.1e+09,2e+09,2.4e+09
"TG(60:3)",3.9e+09,4e+09,3.4e+09,4.7e+09,4.1e+09,3.9e+09,5.1e+09,4.1e+09,4e+09,4e+09,3.7e+09,3.9e+09,4e+09,2.6e+09,5.3e+09,4.6e+09,3.3e+09,4.4e+09,3.8e+09,3.3e+09,4e+09
"TG(60:4)",2e+09,2.1e+09,2.3e+09,2.4e+09,4.6e+09,2.3e+09,2.4e+09,5.2e+09,2.7e+09,2.1e+09,2.1e+09,2.5e+09,2.1e+09,2.4e+09,2.1e+09,1.9e+09,4.4e+09,1.7e+09,2e+09,4e+09,2e+09
"TG(60:5)",1.46e+09,1.54e+09,1.71e+09,1.71e+09,1.6e+09,1.81e+09,1.86e+09,2.2e+09,1.58e+09,1.6e+09,1.37e+09,1.14e+09,1.77e+09,1.48e+09,1.97e+09,1.29e+09,1.72e+09,1.4e+09,1.3e+09,1.35e+09,1.5e+09
"TG(60:6)",3e+08,8.2e+08,5.4e+08,9e+08,4.1e+08,9e+08,6.8e+08,1.3e+09,5.3e+08,2.5e+08,8.4e+08,6.3e+08,4e+08,3.6e+08,7.1e+08,4.7e+08,6.3e+08,6.4e+08,3e+08,4.5e+08,4.9e+08
"TG(60:7)",8.79e+08,1e+09,1.127e+09,1.135e+09,1.128e+09,1.43e+09,1.132e+09,8.77e+08,1.009e+09,9.42e+08,9.38e+08,5.73e+08,9.73e+08,9.62e+08,1.045e+09,7.13e+08,1.037e+09,4.6e+08,8.45e+08,5.62e+08,4.86e+08
"TG(60:8)",3e+08,3.4e+08,3.9e+08,4e+08,8.5e+08,4.5e+08,3.9e+08,1.2e+09,3.2e+08,3.6e+08,3.2e+08,3.8e+08,4.6e+08,3.2e+08,4e+08,5.6e+08,3.2e+08,2.7e+08,3.7e+08,2.9e+08,5.9e+08
"TG(60:9)",1.8e+08,2.1e+08,1.9e+08,2.2e+08,1.4e+08,1.8e+08,2e+08,1.6e+08,1.6e+08,2.1e+08,1.6e+08,1.6e+08,2.4e+08,1.2e+08,1.4e+08,1.2e+08,1.2e+08,1.2e+08,1.9e+08,1.7e+08,1.3e+08
"TG(61:1)",6.1e+07,7.1e+07,5.3e+07,7.6e+07,4.6e+07,4.9e+07,7.2e+07,5.8e+07,5.5e+07,5.9e+07,5e+07,5.2e+07,5.9e+07,3.8e+07,5.1e+07,4.2e+07,3.6e+07,5.4e+07,3.5e+07,3.8e+07,4.6e+07
"TG(61:2)",3.2e+08,3.5e+08,2.7e+08,3.7e+08,2.8e+08,2.3e+08,3.7e+08,3e+08,2.9e+08,2.9e+08,2.7e+08,3e+08,2.9e+08,2.2e+08,2.5e+08,2.4e+08,2.1e+08,3.2e+08,2.1e+08,2e+08,2.8e+08
"TG(61:3)",5.2e+08,4.8e+08,4.8e+08,6.4e+08,5.1e+08,4.4e+08,7.9e+08,5e+08,4.8e+08,5.1e+08,4.8e+08,5.4e+08,5e+08,3.6e+08,4.8e+08,6e+08,4.2e+08,5.2e+08,4.1e+08,3.4e+08,5.4e+08
"TG(61:4)",2.6e+08,2.6e+08,2.5e+08,3.2e+08,2.4e+08,2.6e+08,3.3e+08,2.7e+08,2.8e+08,2.8e+08,2.8e+08,3.2e+08,2.8e+08,2.2e+08,2.9e+08,2.9e+08,2.3e+08,2.8e+08,5e+08,2.3e+08,3e+08
"TG(61:5)",1.6e+08,1.7e+08,1.8e+08,1.8e+08,1.5e+08,1.6e+08,1.8e+08,1.7e+08,1.7e+08,1.6e+08,1.5e+08,1.7e+08,1.7e+08,1.4e+08,1.9e+08,1.6e+08,1.4e+08,1.5e+08,1.5e+08,1.4e+08,1.7e+08
"TG(62:1)",1e+08,1.5e+08,8e+07,1.1e+08,7.5e+07,6.9e+07,1.2e+08,9.8e+07,8.9e+07,8.7e+07,8.3e+07,8.5e+07,8.9e+07,6.1e+07,7.5e+07,6e+07,6e+07,8.9e+07,5.7e+07,5.2e+07,7.5e+07
"TG(62:10)",6.6e+07,7.2e+07,6.5e+07,6.7e+07,5.9e+07,6.4e+07,7.1e+07,7.3e+07,5.9e+07,5.9e+07,6e+07,5.9e+07,6.1e+07,3e+07,6e+07,4.3e+07,3.9e+07,3.7e+07,5.3e+07,4.8e+07,4.1e+07
"TG(62:13)",7.6e+07,9.6e+07,1.26e+08,8.6e+07,1.23e+08,1.05e+08,1.05e+08,8.3e+07,9.8e+07,9e+07,7.7e+07,8.2e+07,9.1e+07,6.8e+07,6.1e+07,4.2e+07,5.7e+07,5.6e+07,6.7e+07,6.3e+07,8e+07
"TG(62:14)",3.4e+07,4.4e+07,6e+07,3.8e+07,5.3e+07,1.3e+07,4.5e+07,3.3e+07,4.4e+07,3.7e+07,3.3e+07,4.5e+07,3.9e+07,3e+07,1.5e+07,2.1e+07,1.5e+07,2.2e+07,2.8e+07,3.4e+07,3.6e+07
"TG(62:2)",5.1e+08,5.8e+08,4.4e+08,5.8e+08,4.5e+08,3.8e+08,6.1e+08,4.7e+08,4.3e+08,4.4e+08,4.2e+08,4.5e+08,4.4e+08,3.5e+08,3.9e+08,3.3e+08,3.3e+08,4.5e+08,3.4e+08,3.1e+08,4e+08
"TG(62:3)",1.2e+09,9.5e+08,8e+08,1e+09,9.1e+08,8.7e+08,1.1e+09,1e+09,9.3e+08,8.7e+08,8.6e+08,8.2e+08,9.2e+08,6.8e+08,8.5e+08,7.3e+08,9.7e+08,8.6e+08,7.5e+08,6.2e+08,8.5e+08
"TG(62:4)",5.7e+08,1.1e+09,5.7e+08,6.8e+08,6.2e+08,6.5e+08,6.8e+08,7.2e+08,6.1e+08,1.1e+09,5.8e+08,6e+08,1.1e+09,4.3e+08,1.2e+09,4.6e+08,5.6e+08,4.3e+08,4.9e+08,4.9e+08,5.6e+08
"TG(62:5)",4.2e+08,3.7e+08,5.4e+08,4e+08,3.9e+08,6.1e+08,4.3e+08,5.8e+08,4e+08,4e+08,3.7e+08,5e+08,4.1e+08,4.7e+08,5.1e+08,3.1e+08,4.2e+08,3.6e+08,3.7e+08,3.4e+08,3.5e+08
"TG(62:6)",1.6e+08,1.8e+08,1.8e+08,1.4e+08,2.1e+08,2.6e+08,1.6e+08,2.6e+08,2.8e+08,2.5e+08,1.6e+08,1.9e+08,1.3e+08,1.9e+08,2.3e+08,1.3e+08,2e+08,1.2e+08,1.6e+08,2.3e+08,1.6e+08
"TG(62:7)",5.1e+07,2e+08,6.5e+07,6.8e+07,1.1e+08,8.7e+07,1e+08,1.1e+08,1.3e+08,7.1e+07,9.5e+07,6.7e+07,6.2e+07,5.8e+07,8.2e+07,4.5e+07,9.8e+07,7.5e+07,6.9e+07,2.8e+07,1.5e+08
"TG(62:8)",7e+07,1.5e+08,1.6e+08,9.3e+07,1.7e+08,2e+08,2e+08,2.2e+08,6e+07,5.8e+07,8e+07,1.3e+08,1.3e+08,7.6e+07,1.6e+08,1e+08,7.3e+07,8.8e+07,1.3e+08,1.1e+08,1.1e+08
"TG(62:9)",4.1e+07,4.5e+07,4.2e+07,3.1e+07,5.1e+07,5.1e+07,5.4e+07,6.6e+07,4.8e+07,3e+07,3.5e+07,5.1e+07,2.8e+07,4.3e+07,4.3e+07,3.2e+07,4.3e+07,2.5e+07,5.5e+07,3.3e+07,1.6e+07
"TG(63:1)",2.5e+07,2.9e+07,2e+07,2.9e+07,1.7e+07,1.8e+07,3.1e+07,2.3e+07,2.2e+07,2.1e+07,1.8e+07,2e+07,2e+07,1.5e+07,1.6e+07,1.5e+07,1.4e+07,1.9e+07,1.1e+07,1.2e+07,1.5e+07
"TG(63:2)",8e+07,7.7e+07,7.8e+07,9.6e+07,6.7e+07,6e+07,1e+08,7.7e+07,7.5e+07,7e+07,7.4e+07,7.9e+07,8.1e+07,6.1e+07,7.1e+07,6.9e+07,5.7e+07,7e+07,5.3e+07,4.6e+07,7.2e+07
"TG(63:3)",1.5e+08,1.5e+08,1.3e+08,1.6e+08,1.1e+08,1e+08,1.7e+08,1.4e+08,1.3e+08,1.3e+08,1.2e+08,1.4e+08,1.4e+08,1e+08,1.2e+08,1.1e+08,1.1e+08,1.2e+08,9.6e+07,9.1e+07,1.2e+08
"TG(63:4)",7.9e+07,7.5e+07,7.4e+07,8.6e+07,7e+07,6.1e+07,1.4e+08,1.1e+08,7.3e+07,7.5e+07,6.5e+07,7.8e+07,7.4e+07,7.9e+07,7.2e+07,6.6e+07,6.9e+07,7.1e+07,5.6e+07,5.1e+07,7.2e+07
"TG(63:5)",3.9e+07,3e+07,3.9e+07,4.3e+07,3.7e+07,4.2e+07,4.4e+07,3.6e+07,4.5e+07,3.9e+07,4.2e+07,3.8e+07,4e+07,2.8e+07,4.6e+07,4e+07,3.7e+07,4.4e+07,3.3e+07,3.3e+07,3.9e+07
"TG(64:1)",5e+07,8.4e+07,5.2e+07,6.7e+07,3.9e+07,4.4e+07,6.7e+07,5e+07,5.2e+07,4.9e+07,4.3e+07,4e+07,5.5e+07,3e+07,3.6e+07,3.1e+07,3.1e+07,4.5e+07,2.7e+07,2.6e+07,3.2e+07
"TG(64:2)",9.3e+07,1.9e+08,1.4e+08,2e+08,1.4e+08,1.4e+08,2e+08,1.5e+08,1.6e+08,1.6e+08,1.6e+08,1.6e+08,1.4e+08,1.2e+08,1.6e+08,1.2e+08,1.3e+08,1.5e+08,6.9e+07,1.1e+08,1.5e+08
"TG(64:3)",2.9e+08,2.8e+08,2.5e+08,3.1e+08,2.4e+08,2.1e+08,3.3e+08,2.5e+08,2.4e+08,2.6e+08,2.3e+08,2.6e+08,2.4e+08,1.2e+08,2.5e+08,2.1e+08,2.1e+08,2.3e+08,1.8e+08,1.6e+08,2.3e+08
"TG(64:4)",1.5e+08,1.5e+08,1.4e+08,1.6e+08,1.4e+08,1.2e+08,1.7e+08,1.4e+08,1.5e+08,1.3e+08,1.4e+08,1.5e+08,1.5e+08,1e+08,1.5e+08,1.2e+08,1.4e+08,1.3e+08,1.2e+08,1e+08,1.4e+08
"TG(64:5)",1.1e+08,1.1e+08,1.1e+08,9.3e+07,8.7e+07,9.4e+07,8.1e+07,1.1e+08,8.6e+07,9e+07,8.6e+07,9.2e+07,9.3e+07,9.2e+07,1.2e+08,8.8e+07,8.5e+07,7e+07,8.2e+07,6.6e+07,1e+08
"TG(64:6)",6.4e+07,4.7e+07,5.1e+07,6.3e+07,3.1e+07,4.7e+07,3.6e+07,7.3e+07,4e+07,4.7e+07,4.3e+07,4.4e+07,4.4e+07,7.2e+07,9.4e+07,3.1e+07,4.3e+07,3.4e+07,3.9e+07,2.9e+07,4.2e+07
"TG(64:8)",2.6e+07,5.4e+07,2.7e+07,3.8e+07,5.6e+07,3.9e+07,3.7e+07,4.5e+07,5.6e+07,4.9e+07,2.4e+07,5.1e+07,2.4e+07,2.3e+07,4.5e+07,2e+07,3.2e+07,2.2e+07,2.6e+07,1.9e+07,2.5e+07
